sub	session	condition	category	word	rt	log_rt	ft_distance	ppmi_distance_damage_0	ppmi_distance_damage_10	ppmi_distance_damage_20	ppmi_distance_damage_30	ppmi_distance_damage_40	ppmi_distance_damage_50	ppmi_distance_damage_60	ppmi_distance_damage_70	ppmi_distance_damage_80	ppmi_distance_damage_90	ppmi_distance_damage_99	w_one_frequency	w_one_log10_frequency	w_one_length	w_two_frequency	w_two_log10_frequency	w_two_length	
017	1	1.0	Ferkel	Sau	1664.35498311334	7.417793582761075	0.7561312317848206	0.878667076943762	0.9581474015950089	0.962256358094687	0.961217506334274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
019	3	1.0	Ferkel	Kuh	2642.00432581929	7.879671551310967	0.47812503576278687	0.8324216019039552	0.9119454867691004	0.9290306759862258	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11299	4.053040008642746	3	1685	3.2265999052073573	6	
020	1	0.5	Ferkel	Schwein	2264.1688310537	7.72540457423579	0.33011072874069214	0.8239888227508186	0.9231606200797715	0.9294057139892509	0.9652200834640555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17178	4.234972598405243	7	1685	3.2265999052073573	6	
021	2	1.5	Ferkel	Lamm	2416.66666666666	7.7905581666953	0.4700583815574646	0.8664093525059404	0.9453840254977957	0.9150877715622433	0.9983572015040383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3755	3.5746099413401873	4	1685	3.2265999052073573	6	
022	2	0.5	Ferkel	Tier	1536.83550362996	7.33813118961858	0.5313718318939209	0.8986573038001465	0.9590193604589037	0.9828732838649713	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40723	4.609839764305466	4	1685	3.2265999052073573	6	
023	3	1.5	Ferkel	Kaelbchen	2410.58008527537	7.788037448692354	0.6324388980865479	0.8547172769833287	0.9598333551412547	0.9861119157258627	0.9976488944905607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418	2.621176281775035	9	1685	3.2265999052073573	6	
103	3	1.0	Ferkel	Schwein	2372.79653579881	7.772245866272957	0.33011072874069214	0.8239888227508186	0.9231606200797715	0.9294057139892509	0.9652200834640555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17178	4.234972598405243	7	1685	3.2265999052073573	6	
001	3	0.5	Finger	Daumen	1963.33333333333	7.582908196169802	0.544181764125824	0.7487871929758432	0.8203764485164662	0.8287740674841387	0.8109992318072545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8772	3.9430986230054854	6	38316	4.583380164587069	6	
002	2	1.0	Finger	Daumen	1319.58009413975	7.185826384301229	0.544181764125824	0.7487871929758432	0.8203764485164662	0.8287740674841387	0.8109992318072545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8772	3.9430986230054854	6	38316	4.583380164587069	6	
003	1	1.5	Finger	Hand	1234.5671078175	7.119285340276937	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
004	2	1.5	Finger	Hand	1121.21645938782	7.023060990280974	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
005	1	0.5	Finger	Hand	993.696979904442	6.902438147966408	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
006	3	0.5	Finger	Fuss	1423.48485520029	7.261565522221418	0.6263742744922638	0.8783852057025625	0.93249041250019	0.9344750490451671	0.9574472094366523	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48623	4.686841750954282	4	38316	4.583380164587069	6	
007	1	1.5	Finger	Hand	1097.60174096497	7.001793505619598	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
008	2	1.0	Finger	Daumen	1523.33333333333	7.3293124349899434	0.544181764125824	0.7487871929758432	0.8203764485164662	0.8287740674841387	0.8109992318072545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8772	3.9430986230054854	6	38316	4.583380164587069	6	
009	3	1.0	Finger	Faust	2207.49350683887	7.700065890954772	0.5939242243766785	0.8835703569870823	0.9287486394836459	0.9595153012888458	0.9845534128960192	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12770	4.106190897263415	5	38316	4.583380164587069	6	
010	1	0.5	Finger	Hand	2212.21645052344	7.702202143909506	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
011	2	1.5	Finger	Zehe	3997.48916329081	8.293671859574651	0.6159251928329468	0.9043643516011554	0.9599225749168097	0.9533089565332848	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	529	2.7234556720351857	4	38316	4.583380164587069	6	
012	3	1.0	Finger	Hand	932.298712005035	6.838725312526856	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
013	1	1.5	Finger	Hand	1395.14719309287	7.2414717169422715	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
014	2	1.0	Finger	Hand	1140.1082341261	7.039755204369467	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
015	3	1.0	Finger	Ring	2283.33333333333	7.733829502917712	0.5544541776180267	0.8597499467419256	0.9054523198538614	0.9478500471827405	0.9293681808343578	1.0	0.0	0.0	0.0	0.0	0.0	0.0	26742	4.42719388446982	4	38316	4.583380164587069	6	
016	3	0.5	Finger	Daumen	1654.9090957442	7.412105439564206	0.544181764125824	0.7487871929758432	0.8203764485164662	0.8287740674841387	0.8109992318072545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8772	3.9430986230054854	6	38316	4.583380164587069	6	
017	2	1.5	Finger	Hand	1513.22078520711	7.322656252432153	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
018	1	0.5	Finger	Hand	766.995683045093	6.643784112096839	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
019	1	1.5	Finger	Fuss	1853.27273049613	7.525247839134564	0.6263742744922638	0.8783852057025625	0.93249041250019	0.9344750490451671	0.9574472094366523	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48623	4.686841750954282	4	38316	4.583380164587069	6	
020	2	1.0	Finger	Zeh	1829.65801207329	7.512430750644824	0.5750433802604675	0.8332622035418642	0.8662387380422327	0.9120557532584327	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029	3.307282047033346	3	38316	4.583380164587069	6	
021	3	0.5	Finger	Zeh	2542.82250844332	7.841423153332401	0.5750433802604675	0.8332622035418642	0.8662387380422327	0.9120557532584327	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029	3.307282047033346	3	38316	4.583380164587069	6	
022	3	1.0	Finger	Zeh	1848.54978681157	7.522697529975658	0.5750433802604675	0.8332622035418642	0.8662387380422327	0.9120557532584327	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029	3.307282047033346	3	38316	4.583380164587069	6	
023	1	0.5	Finger	Zeh	2250.0	7.719129840906732	0.5750433802604675	0.8332622035418642	0.8662387380422327	0.9120557532584327	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029	3.307282047033346	3	38316	4.583380164587069	6	
024	2	1.5	Finger	Hand	1414.03896783115	7.2549123488014295	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
103	1	1.5	Finger	Hand	1437.653686254	7.271463015139555	0.3977668285369873	0.7334659444039281	0.7508827747512892	0.7925427840185099	0.9786674823485644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	38316	4.583380164587069	6	
001	2	1.5	Frau	Mann	2029.99999999999	7.61628356158038	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
002	1	0.5	Frau	Mann	1022.03464201186	6.9305286285374805	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
003	3	1.0	Frau	Mann	1096.66666666666	7.000941993708248	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
004	1	1.0	Frau	Mann	1096.66666666666	7.000941993708248	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
005	3	1.5	Frau	Mann	1730.47619469732	7.456729615377952	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
006	2	1.5	Frau	Mann	1176.66666666666	7.071290358691029	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
007	3	1.0	Frau	Mann	833.11689462907	6.726373553962795	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
008	1	0.5	Frau	Mann	984.251092535302	6.892896524965949	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
009	2	0.5	Frau	Mann	1216.66666666666	7.104691738127167	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
010	3	1.5	Frau	Mann	1576.66666666666	7.363702241238133	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
011	1	1.0	Frau	Mann	937.021655689604	6.8437730358288515	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
012	2	0.5	Frau	Mann	833.11689462907	6.726373553962795	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
013	3	1.0	Frau	Mann	1323.33333333333	7.188664467146486	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
014	1	0.5	Frau	Mann	1509.99999999999	7.320526962272733	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
015	2	0.5	Frau	Mann	1083.33333333333	6.988720637805239	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
016	2	1.5	Frau	Mann	1215.67533307922	7.1038772809618695	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
017	1	1.0	Frau	Mann	869.999999999999	6.769641976852501	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
018	3	1.5	Frau	Mann	748.103908306814	6.618877703276783	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
019	3	1.0	Frau	Mann	1496.66666666666	7.3116636204020455	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
020	1	0.5	Frau	Mann	1296.66666666666	7.168323058942341	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
021	2	1.5	Frau	Mann	1390.0	7.237778191923443	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
022	2	0.5	Frau	Geschlecht	1659.63203942877	7.414953555528816	0.6376490592956543	0.9109144639692945	0.9133749070009642	0.8623370724357731	0.7874055218857531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17117	4.233427650667445	10	465182	5.667622901559602	4	
023	3	1.5	Frau	Mann	1269.99999999999	7.147559271189446	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
024	1	1.0	Frau	Mann	922.852824635895	6.828552778258083	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
103	3	1.0	Frau	Mann	1216.66666666666	7.104691738127167	0.25225651264190674	0.736405253060656	0.6977542370181162	0.6643974310768814	0.5244773849348032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	524282	5.7195649474812855	4	465182	5.667622901559602	4	
001	3	0.5	Fuss	Hand	2245.27705631543	7.717029483129481	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
002	2	1.0	Fuss	Bein	1687.96970153619	7.431873977947189	0.5903534591197968	0.8065663044393871	0.8742638060941028	0.8778883120909002	0.9114867663141355	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	48623	4.686841750954282	4	
003	1	1.5	Fuss	Bein	1589.99999999999	7.3721180283377805	0.5903534591197968	0.8065663044393871	0.8742638060941028	0.8778883120909002	0.9114867663141355	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	48623	4.686841750954282	4	
004	2	1.5	Fuss	Bein	1483.33333333333	7.3027210166535905	0.5903534591197968	0.8065663044393871	0.8742638060941028	0.8778883120909002	0.9114867663141355	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	48623	4.686841750954282	4	
005	1	0.5	Fuss	Zeh	1513.22078520711	7.322656252432153	0.5678745806217194	0.8349840965845567	0.9142569964080007	0.9390113822439756	0.9872509081755827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029	3.307282047033346	3	48623	4.686841750954282	4	
006	3	0.5	Fuss	Hand	1206.22944571008	7.096083298897451	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
007	1	1.5	Fuss	Hand	941.744599374174	6.8487954075346	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
008	2	1.0	Fuss	Hand	1895.77922365726	7.5479125813262025	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
009	3	1.0	Fuss	Hand	1277.07360097862	7.15310922402929	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
010	1	0.5	Fuss	Hand	1456.54546099227	7.28450910881353	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
011	2	1.5	Fuss	Hand	2079.97402735548	7.640591345467828	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
012	3	1.0	Fuss	Hand	955.913430427884	6.863712928038257	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
013	1	1.5	Fuss	Hand	1532.11255994539	7.3350553007982695	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
014	2	1.0	Fuss	Hand	1744.64502575103	7.464879408599857	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
015	3	1.0	Fuss	Hand	3057.62337006143	8.025720214655587	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
016	3	0.5	Fuss	Hand	1418.76191151572	7.258244468590789	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
017	2	1.5	Fuss	Bein	1376.25541835459	7.227847970528852	0.5903534591197968	0.8065663044393871	0.8742638060941028	0.8778883120909002	0.9114867663141355	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	48623	4.686841750954282	4	
018	1	0.5	Fuss	Arm	1336.66666666666	7.198682081598802	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47214	4.67407079569366	3	48623	4.686841750954282	4	
019	1	1.5	Fuss	Faust	2556.99133949703	7.846977596479041	0.6376026719808578	0.921329595383439	0.9377436220936686	0.9121572656108939	0.9635221099091954	0.5	0.0	0.0	0.0	0.0	0.0	0.0	12770	4.106190897263415	5	48623	4.686841750954282	4	
020	2	1.0	Fuss	Hand	3010.39393321573	8.010158351280992	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
021	3	0.5	Fuss	Hand	1404.59308046201	7.2482146140249775	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
022	3	1.0	Fuss	Hand	1484.88312309969	7.303764570165421	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
023	1	0.5	Fuss	Arm	1513.22078520711	7.322656252432153	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47214	4.67407079569366	3	48623	4.686841750954282	4	
024	2	1.5	Fuss	Hand	1295.9653757169	7.167782488290794	0.5362840443849564	0.8868262216414833	0.9224062813641953	0.8673593789650146	0.9469887642695143	0.7054472646360697	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	48623	4.686841750954282	4	
103	1	1.5	Fuss	Arm	1914.67099839554	7.557823231049293	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47214	4.67407079569366	3	48623	4.686841750954282	4	
001	1	1.0	Gabel	Messer	1469.99999999999	7.293697720601431	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
002	3	1.5	Gabel	Loeffel	1083.33333333333	6.988720637805239	0.6363044381141663	0.7979848257359492	0.9247207956374548	0.9508095378876937	0.9682689115832546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5392	3.7317498835272636	7	3745	3.5734518220354854	5	
003	2	0.5	Gabel	Loeffel	1631.29437732136	7.397741897518487	0.6363044381141663	0.7979848257359492	0.9247207956374548	0.9508095378876937	0.9682689115832546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5392	3.7317498835272636	7	3745	3.5734518220354854	5	
004	3	0.5	Gabel	Messer	1102.32468464954	7.006083340986058	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
005	2	1.0	Gabel	Messer	1243.33333333333	7.126355190246471	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
006	1	1.0	Gabel	Messer	908.683993582186	6.813097279402453	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
007	2	0.5	Gabel	Messer	970.082261481593	6.878411183015591	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
008	3	1.5	Gabel	Messer	1376.66666666666	7.228146525843617	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
009	1	1.5	Gabel	Loeffel	1309.99999999999	7.178545483763692	0.6363044381141663	0.7979848257359492	0.9247207956374548	0.9508095378876937	0.9682689115832546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5392	3.7317498835272636	7	3745	3.5734518220354854	5	
010	2	1.0	Gabel	Messer	2536.66666666666	7.8390003026381	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
011	3	0.5	Gabel	Loeffel	1055.09524780384	6.96233365698266	0.6363044381141663	0.7979848257359492	0.9247207956374548	0.9508095378876937	0.9682689115832546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5392	3.7317498835272636	7	3745	3.5734518220354854	5	
012	1	1.5	Gabel	Messer	818.94806357536	6.7092410011492	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
013	2	0.5	Gabel	Messer	1253.45888255577	7.134459589307412	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
014	3	1.5	Gabel	Messer	1430.0	7.266128779556451	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
015	1	1.5	Gabel	Messer	1305.41126308604	7.175039163087278	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
016	1	1.0	Gabel	Messer	1007.86581095815	6.916582019396539	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
017	3	0.5	Gabel	Loeffel	1376.25541835459	7.227847970528852	0.6363044381141663	0.7979848257359492	0.9247207956374548	0.9508095378876937	0.9682689115832546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5392	3.7317498835272636	7	3745	3.5734518220354854	5	
018	2	1.0	Gabel	Messer	913.406937266756	6.818275699139001	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
019	2	0.5	Gabel	Messer	2056.66666666666	7.629327933725783	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
020	3	1.5	Gabel	Messer	1269.99999999999	7.147559271189446	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
021	1	1.0	Gabel	Messer	1532.11255994539	7.3350553007982695	0.6850615218281746	0.8411031606015649	0.8907505678434999	0.936256541588988	0.4258721573055605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23024	4.36218077659253	6	3745	3.5734518220354854	5	
