sub	session	condition	category	word	rt	log_rt	ft_distance	ppmi_distance_damage_0	ppmi_distance_damage_10	ppmi_distance_damage_20	ppmi_distance_damage_30	ppmi_distance_damage_40	ppmi_distance_damage_50	ppmi_distance_damage_60	ppmi_distance_damage_70	ppmi_distance_damage_80	ppmi_distance_damage_90	ppmi_distance_damage_99	w_one_frequency	w_one_log10_frequency	w_one_length	w_two_frequency	w_two_log10_frequency	w_two_length	
103	2	0.5	Apfel	Banane	2377.51947948338	7.774233505657333	0.5669535994529724	0.6339996018075074	0.8589691221422129	0.8145457188826987	0.7852409040299415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2709	3.4328090050331683	6	7085	3.850339854583479	5	
001	1	1.0	Arm	Bein	1496.66666666666	7.3116636204020455	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
002	3	1.5	Arm	Bein	1168.44589623352	7.064285322648431	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
003	2	0.5	Arm	Hand	1206.22944571008	7.096083298897451	0.6647471487522125	0.721115582005593	0.8440422131610195	0.8749947359274697	0.9852431321337738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	47214	4.67407079569366	3	
004	3	0.5	Arm	Bein	1043.33333333333	6.951134002284078	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
005	2	1.0	Arm	Bein	1244.01299518664	7.126901246745249	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
006	1	1.0	Arm	Bein	1258.18182624034	7.138217444776536	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
007	2	0.5	Arm	Bein	918.129880951325	6.823427440934844	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
008	3	1.5	Arm	Bein	1176.66666666666	7.071290358691029	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
009	1	1.5	Arm	Fuss	1206.22944571008	7.096083298897451	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48623	4.686841750954282	4	47214	4.67407079569366	3	
010	2	1.0	Arm	Bein	1509.99999999999	7.320526962272733	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
011	3	0.5	Arm	Bein	1234.5671078175	7.119285340276937	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
012	1	1.5	Arm	Bein	883.333333333333	6.78483406546963	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
013	2	0.5	Arm	Hand	1319.58009413975	7.185826384301229	0.6647471487522125	0.721115582005593	0.8440422131610195	0.8749947359274697	0.9852431321337738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	47214	4.67407079569366	3	
014	3	1.5	Arm	Bein	1229.84416413293	7.11545552526507	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
015	1	1.5	Arm	Bein	1403.33333333333	7.2473179733109045	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
016	1	1.0	Arm	Fuss	1182.61472728723	7.076328363239477	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48623	4.686841750954282	4	47214	4.67407079569366	3	
017	3	0.5	Arm	Bein	1843.33333333333	7.519873154229998	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
018	2	1.0	Arm	Bein	771.718626729663	6.649914980679357	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
019	2	0.5	Arm	Hand	1291.24243203233	7.164134307632093	0.6647471487522125	0.721115582005593	0.8440422131610195	0.8749947359274697	0.9852431321337738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196720	5.2938485157306605	4	47214	4.67407079569366	3	
020	3	1.5	Arm	Bein	1380.97836203916	7.231271347214565	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
021	1	1.0	Arm	Bein	1563.33333333333	7.355215027126306	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
022	1	1.5	Arm	Bein	1416.66666666666	7.256767606585519	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
023	2	1.0	Arm	Bein	1277.07360097862	7.15310922402929	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
024	3	0.5	Arm	Bein	1522.66667257625	7.328874993542162	0.6622516512870789	0.6842956790098329	0.8411162230283121	0.8111794356688707	0.9629754433325394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21016	4.322550059778014	4	47214	4.67407079569366	3	
103	2	0.5	Arm	Fuss	1470.71429204598	7.294183185372475	0.7338439077138901	0.8583801065872909	0.8890914213858985	0.8797069797947206	0.9859197795951876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48623	4.686841750954282	4	47214	4.67407079569366	3	
001	2	1.5	Armband	Ring	2486.14718422848	7.818891623487105	0.6130065023899078	0.8891617903987472	0.9458608277068762	0.9911421541919312	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26742	4.42719388446982	4	1745	3.241795431295199	7	
002	1	0.5	Armband	Halskette	1839.10389944243	7.5175773160971024	0.316408634185791	0.7599576522864894	0.814315369124807	0.8772518631082795	0.9601676331742321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1311	3.1176026916900845	9	1745	3.241795431295199	7	
003	3	1.0	Armband	Uhr	1914.67099839554	7.557823231049293	0.563271552324295	0.9546699629231148	0.9581249620635757	0.9197878148754931	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318982	5.503766176721027	3	1745	3.241795431295199	7	
004	1	1.0	Armband	Uhr	1430.0	7.266128779556451	0.563271552324295	0.9546699629231148	0.9581249620635757	0.9197878148754931	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318982	5.503766176721027	3	1745	3.241795431295199	7	
005	3	1.5	Armband	Kette	2056.35930893264	7.629178550593616	0.4237271547317505	0.876863911630574	0.9580992766075404	0.9851070600352918	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13159	4.119222886923583	5	1745	3.241795431295199	7	
006	2	1.5	Armband	Uhr	2310.0	7.745435610274381	0.563271552324295	0.9546699629231148	0.9581249620635757	0.9197878148754931	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318982	5.503766176721027	3	1745	3.241795431295199	7	
007	3	1.0	Armband	Kette	1371.53247467002	7.224412834065532	0.4237271547317505	0.876863911630574	0.9580992766075404	0.9851070600352918	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13159	4.119222886923583	5	1745	3.241795431295199	7	
