word_one	word_two	surprisal_w_two	entropy_w_one
Schlueßel	 Frosch	8.601249694824219	na
Schnuller	 Aubergine	56.989295959472656	na
Schaf	 Kuh	16.49165916442871	na
Hand	 Aubergine	58.65924835205078	na
Schlange	 Kartoffel	13.631813049316406	na
Schlüßel	 Aubergine	60.04100799560547	na
Traube	 Telefon	12.20903491973877	na
Faust	 Schaf	10.079523086547852	na
Pfeffer	 Frosch	7.833345413208008	na
Kartoffel	 Taenzerin	48.70113754272461	na
Birne	 Hund	15.493488311767578	na
Hund	 Finger	13.342666625976562	na
Auge	 Taenzerin	52.04880905151367	na
Loewe	 Kassette	35.73149108886719	na
Kaßette	 Faust	9.534636497497559	na
Strauss	 Schlüssel	11.476828575134277	na
Schlueßel	 Schnuller	41.118255615234375	na
Regenschirm	 Kassette	39.20005416870117	na
Affe	 Ananas	11.131646156311035	na
Chili	 Ziege	34.70317459106445	na
Pavian	 Zebra	36.01088333129883	na
Strauss	 Haar	11.409137725830078	na
Hand	 Guerteltier	50.94630813598633	na
Guerteltier	 Kartoffel	12.587885856628418	na
Kaßette	 Stuhl	10.011847496032715	na
Ananas	 Aubergine	61.29179763793945	na
Aubergine	 Giraffe	34.80748748779297	na
Eidechse	 Wolf	11.803495407104492	na
Löwe	 Guerteltier	53.22935104370117	na
Rettich	 Löwe	12.46200180053711	na
Gürteltier	 Pfeffer	11.635101318359375	na
Strauß	 Taenzerin	44.81264114379883	na
Löwe	 Stuhl	11.273120880126953	na
Eidechse	 Loewe	40.701786041259766	na
Pfeffer	 Loewe	45.63420486450195	na
Strauss	 Elefant	39.63216018676758	na
Guerteltier	 Aubergine	55.42906951904297	na
Tänzerin	 Aubergine	53.21010971069336	na
Hand	 Flagge	12.930054664611816	na
Zeigen	 Ananas	12.393945693969727	na
Tänzerin	 Haar	14.500550270080566	na
Chili	 Telefon	12.601675033569336	na
Löwe	 Rettich	33.550994873046875	na
Gürteltier	 Schimpanse	75.53648376464844	na
Taenzerin	 Traube	31.79119110107422	na
Schaf	 Traube	33.5532341003418	na
Gürteltier	 Hammer	10.22692584991455	na
Ziege	 Schluessel	37.69916915893555	na
Ziege	 Auge	6.808885097503662	na
Flagge	 Kamel	30.9267635345459	na
Schluessel	 Flagge	10.805473327636719	na
Schlange	 Chili	7.930967330932617	na
Schlüssel	 Birne	34.78340530395508	na
Zange	 Zebra	35.32937240600586	na
Zebra	 Pfeffer	8.922689437866211	na
Kamel	 Haar	11.520195007324219	na
Zeigen	 Tänzerin	30.09172248840332	na
Schlueßel	 Zebra	35.253665924072266	na
Zebra	 Schluessel	37.67552185058594	na
Loewe	 Pfeffer	10.029040336608887	na
Kopfsalat	 Kassette	38.849788665771484	na
Schluessel	 Telefon	10.169445037841797	na
Kaßette	 Schluessel	41.097232818603516	na
Gürteltier	 Kaßette	53.045921325683594	na
Loewe	 Schluessel	38.663665771484375	na
Eidechse	 Haar	11.907516479492188	na
Koch	 Kamel	33.100624084472656	na
Hand	 Finger	14.070462226867676	na
Traube	 Schluessel	40.521785736083984	na
Ananas	 Koch	13.747565269470215	na
Strauss	 Telefon	12.22219181060791	na
Schluessel	 Arbeiter	9.421673774719238	na
Hand	 Schaf	14.298901557922363	na
Schimpanse	 Taenzerin	53.18476104736328	na
Haar	 Schlange	10.347077369689941	na
Pfeffer	 Haar	12.737340927124023	na
Hund	 Löwe	10.00565242767334	na
Taenzerin	 Affe	23.038843154907227	na
Affe	 Schlüssel	12.28389835357666	na
Ziege	 Pfeffer	9.644552230834961	na
Schimpanse	 Eidechse	49.73601531982422	na
Flagge	 Arbeiter	11.358323097229004	na
Giraffe	 Loewe	41.74779510498047	na
Telefon	 Löwe	11.606304168701172	na
Gürteltier	 Ohr	14.39151382446289	na
Eidechse	 Banane	12.157273292541504	na
Faust	 Kamel	31.524333953857422	na
Hammer	 Birne	33.94253158569336	na
Kamel	 Chili	8.249363899230957	na
Strauß	 Traube	25.59787368774414	na
Loewe	 Guerteltier	55.560455322265625	na
Frosch	 Guerteltier	50.42109680175781	na
Rettich	 Zebra	35.126991271972656	na
Guerteltier	 Ohr	15.477691650390625	na
Regenschirm	 Traube	29.397878646850586	na
Elefant	 Schlueßel	62.06672286987305	na
Schnuller	 Haar	11.633050918579102	na
Kopfsalat	 Hund	11.550843238830566	na
Faust	 Arbeiter	10.43716812133789	na
Zebra	 Arbeiter	11.005913734436035	na
Pistole	 Auge	9.755317687988281	na
Flagge	 Telefon	13.040800094604492	na
Frosch	 Hand	15.572848320007324	na
Aubergine	 Schnuller	44.53923416137695	na
Elefant	 Schlüssel	11.336051940917969	na
Kopfsalat	 Frosch	8.785223960876465	na
Banane	 Koch	13.194554328918457	na
Zange	 Hammer	10.46054744720459	na
Wolf	 Schlüssel	12.40416145324707	na
Zange	 Schimpanse	70.72322082519531	na
Gürteltier	 Birne	33.11076736450195	na
Telefon	 Tänzerin	28.197574615478516	na
Aubergine	 Ohr	14.049690246582031	na
Pavian	 Haar	10.538528442382812	na
Pavian	 Schaf	12.240457534790039	na
Koch	 Aubergine	59.05611801147461	na
Traube	 Zange	34.67816925048828	na
Knoblauch	 Hund	10.094037055969238	na
Taenzerin	 Kartoffel	14.654269218444824	na
Hammer	 Kaßette	51.874656677246094	na
Loewe	 Frosch	7.960600852966309	na
Schimpanse	 Knoblauch	9.810373306274414	na
Schlueßel	 Schlange	9.745979309082031	na
Taenzerin	 Birne	34.93804931640625	na
Schluessel	 Ananas	11.125433921813965	na
Flagge	 Hammer	10.923284530639648	na
Koch	 Taenzerin	44.994136810302734	na
Zeigen	 Strauß	12.352968215942383	na
Hammer	 Stuhl	10.951498985290527	na
Schlüßel	 Birne	33.06768798828125	na
Pfeffer	 Chili	8.07929515838623	na
Eidechse	 Flagge	9.296215057373047	na
Zange	 Banane	13.246162414550781	na
Wolf	 Auge	11.09206771850586	na
Zebra	 Ohr	11.27321720123291	na
Schimpanse	 Giraffe	36.901123046875	na
Birne	 Schlange	11.156460762023926	na
Pavian	 Wolf	13.129979133605957	na
Haar	 Schlueßel	65.05950164794922	na
Frosch	 Arbeiter	11.190936088562012	na
Zeigen	 Taenzerin	47.12014389038086	na
Pavian	 Tänzerin	28.010910034179688	na
Regenschirm	 Ohr	11.074739456176758	na
Telefon	 Pistole	11.548076629638672	na
Koch	 Schluessel	37.58091354370117	na
Schimpanse	 Pavian	31.996400833129883	na
Kartoffel	 Regenschirm	23.47015380859375	na
Knoblauch	 Banane	10.757065773010254	na
Wolf	 Loewe	44.94768142700195	na
Ziege	 Kaßette	51.12456130981445	na
Stuhl	 Pfeffer	14.283262252807617	na
Ohr	 Strauss	11.267376899719238	na
Aubergine	 Banane	11.709930419921875	na
Ziege	 Kartoffel	12.550422668457031	na
Haar	 Kartoffel	12.897054672241211	na
Ohr	 Schnuller	40.63097381591797	na
Kartoffel	 Kassette	39.350189208984375	na
Schluessel	 Stuhl	9.720287322998047	na
Stuhl	 Strauß	11.078075408935547	na
Schaf	 Schlueßel	68.20279693603516	na
Traube	 Zeigen	10.630636215209961	na
Auge	 Koch	13.359000205993652	na
Pistole	 Regenschirm	20.85162925720215	na
Banane	 Kamel	29.550167083740234	na
Arbeiter	 Koch	12.28404426574707	na
Finger	 Schlüßel	52.4083137512207	na
Zebra	 Birne	31.998313903808594	na
Kuh	 Schluessel	36.216270446777344	na
Auge	 Aubergine	58.111473083496094	na
Guerteltier	 Koch	12.765551567077637	na
Zucchini	 Wolf	13.736006736755371	na
Zebra	 Schlüssel	13.285737037658691	na
Regenschirm	 Taenzerin	48.3404541015625	na
Kamel	 Regenschirm	27.730043411254883	na
Traube	 Löwe	10.23250961303711	na
Löwe	 Hand	15.115459442138672	na
Schluessel	 Kassette	38.03633499145508	na
Traube	 Chili	7.73352575302124	na
Traube	 Schnuller	40.43778991699219	na
Zange	 Frosch	9.807400703430176	na
Wolf	 Regenschirm	24.14263343811035	na
Aubergine	 Kuh	14.121424674987793	na
Strauss	 Banane	13.309873580932617	na
Wolf	 Rettich	35.8660774230957	na
Ohr	 Arbeiter	10.891326904296875	na
Zeigen	 Kartoffel	13.475942611694336	na
Ohr	 Schlüssel	11.878262519836426	na
Haar	 Birne	35.06916809082031	na
Ziege	 Koch	11.639819145202637	na
Kassette	 Giraffe	35.575775146484375	na
Faust	 Knoblauch	9.24931526184082	na
Schlange	 Schnuller	38.93838882446289	na
Hand	 Schlange	13.770824432373047	na
Eidechse	 Pistole	10.520270347595215	na
Pfeffer	 Traube	31.602304458618164	na
Knoblauch	 Gürteltier	73.26277923583984	na
Rettich	 Birne	32.269371032714844	na
Affe	 Kuh	13.921000480651855	na
Finger	 Affe	25.333045959472656	na
Strauss	 Ohr	12.523222923278809	na
Giraffe	 Schnuller	44.19520950317383	na
Kopfsalat	 Ananas	10.647388458251953	na
Pistole	 Telefon	10.764236450195312	na
Schlange	 Rettich	33.83451461791992	na
Kamel	 Koch	13.710662841796875	na
Kassette	 Stuhl	10.242133140563965	na
Ohr	 Loewe	40.99965286254883	na
Ohr	 Gürteltier	64.77875518798828	na
Elefant	 Faust	10.907610893249512	na
Rettich	 Kuh	16.909353256225586	na
Giraffe	 Zeigen	10.105478286743164	na
Affe	 Auge	10.608683586120605	na
Löwe	 Ananas	9.98532485961914	na
Eidechse	 Schlueßel	65.16687774658203	na
Arbeiter	 Chili	8.205338478088379	na
Auge	 Löwe	13.383133888244629	na
Hammer	 Kuh	12.139669418334961	na
Banane	 Pavian	30.275066375732422	na
Kaßette	 Hund	11.716533660888672	na
Zeigen	 Guerteltier	52.291011810302734	na
Pistole	 Eidechse	45.75045394897461	na
Kassette	 Rettich	33.68466567993164	na
Strauss	 Ziege	30.00794792175293	na
Zebra	 Faust	10.56828784942627	na
Zucchini	 Kaßette	57.895774841308594	na
Finger	 Kartoffel	12.261494636535645	na
Schlüßel	 Pfeffer	9.29481029510498	na
Kaßette	 Giraffe	34.37193298339844	na
Giraffe	 Koch	14.137479782104492	na
Birne	 Auge	9.207764625549316	na
Birne	 Schlüßel	54.620933532714844	na
Zeigen	 Regenschirm	22.07939338684082	na
Hund	 Taenzerin	45.55180358886719	na
Tänzerin	 Frosch	13.23677921295166	na
Koch	 Pistole	11.541609764099121	na
Banane	 Pfeffer	8.452102661132812	na
Giraffe	 Schimpanse	75.10309600830078	na
Strauss	 Kamel	34.72018051147461	na
Koch	 Strauß	13.086819648742676	na
Pistole	 Schlueßel	64.01492309570312	na
Aubergine	 Loewe	41.464256286621094	na
Schluessel	 Kamel	28.8275146484375	na
Finger	 Schlueßel	66.4487533569336	na
Pavian	 Kopfsalat	22.543176651000977	na
Finger	 Zeigen	9.354157447814941	na
Zucchini	 Rettich	38.41493225097656	na
Flagge	 Regenschirm	22.030139923095703	na
Strauß	 Löwe	12.780268669128418	na
Telefon	 Koch	13.27299690246582	na
Schluessel	 Faust	6.5632195472717285	na
Zebra	 Tänzerin	28.435592651367188	na
Affe	 Stuhl	11.338964462280273	na
Stuhl	 Hund	12.034649848937988	na
Strauss	 Schlüßel	52.047607421875	na
Gürteltier	 Kamel	33.810638427734375	na
Koch	 Affe	22.83780860900879	na
Flagge	 Zucchini	9.212042808532715	na
Hand	 Ohr	11.510546684265137	na
Zange	 Hund	11.609135627746582	na
Elefant	 Hammer	10.221842765808105	na
Haar	 Telefon	13.785737037658691	na
Schlüssel	 Schimpanse	73.43547058105469	na
Traube	 Schlange	8.958349227905273	na
Aubergine	 Schlüssel	12.694404602050781	na
Stuhl	 Tänzerin	27.54664421081543	na
Aubergine	 Auge	11.687134742736816	na
Kassette	 Telefon	10.830748558044434	na
Telefon	 Kuh	14.987421989440918	na
Eidechse	 Tänzerin	28.55287742614746	na
Auge	 Zucchini	9.260610580444336	na
Guerteltier	 Schnuller	43.516258239746094	na
Ziege	 Schimpanse	72.22100830078125	na
Kassette	 Arbeiter	11.874220848083496	na
Guerteltier	 Faust	11.9815034866333	na
Schlüßel	 Haar	13.323921203613281	na
Schlange	 Zange	29.47165298461914	na
Flagge	 Knoblauch	10.053598403930664	na
Banane	 Stuhl	8.652000427246094	na
Aubergine	 Faust	12.406062126159668	na
Hand	 Eidechse	43.4560546875	na
Birne	 Pistole	11.946920394897461	na
Finger	 Kassette	37.92584228515625	na
Schlüßel	 Tänzerin	29.007307052612305	na
Haar	 Regenschirm	22.752660751342773	na
Schimpanse	 Pfeffer	9.73576831817627	na
Kamel	 Schaf	11.024372100830078	na
Guerteltier	 Rettich	36.8017692565918	na
Kaßette	 Haar	12.155184745788574	na
Tänzerin	 Löwe	14.119253158569336	na
Strauss	 Hammer	13.233588218688965	na
Schlüßel	 Kassette	36.53219223022461	na
Taenzerin	 Schluessel	40.23213577270508	na
Flagge	 Strauß	13.268681526184082	na
Frosch	 Chili	8.137927055358887	na
Kassette	 Ananas	13.240091323852539	na
Zeigen	 Schlüssel	13.608380317687988	na
Flagge	 Zebra	34.472450256347656	na
Knoblauch	 Finger	11.65943717956543	na
Giraffe	 Banane	10.473609924316406	na
Schluessel	 Strauß	10.635766983032227	na
Löwe	 Gürteltier	68.83161163330078	na
Hammer	 Regenschirm	21.0976505279541	na
Koch	 Schlüssel	12.576543807983398	na
Flagge	 Chili	7.685415744781494	na
Kamel	 Pfeffer	7.738391399383545	na
Kartoffel	 Wolf	14.318987846374512	na
Chili	 Kassette	37.84580612182617	na
Ziege	 Affe	22.617652893066406	na
Kuh	 Telefon	13.059334754943848	na
Kopfsalat	 Guerteltier	54.676605224609375	na
Taenzerin	 Knoblauch	12.000425338745117	na
Löwe	 Faust	11.839179039001465	na
Finger	 Schnuller	41.856475830078125	na
Kamel	 Hammer	13.675509452819824	na
Schlueßel	 Kuh	15.12242317199707	na
Kaßette	 Pavian	26.87057113647461	na
Elefant	 Gürteltier	75.08185577392578	na
Gürteltier	 Schluessel	37.50518035888672	na
Löwe	 Kaßette	59.403663635253906	na
Ziege	 Arbeiter	10.592794418334961	na
Faust	 Kuh	14.419671058654785	na
Chili	 Elefant	37.47908401489258	na
Schluessel	 Ziege	36.698631286621094	na
Zange	 Löwe	13.270359992980957	na
Zeigen	 Kaßette	49.53221893310547	na
Telefon	 Elefant	41.10661697387695	na
Auge	 Finger	12.965582847595215	na
Tänzerin	 Zucchini	14.144951820373535	na
Arbeiter	 Kamel	34.12749481201172	na
Pavian	 Löwe	13.381105422973633	na
Hammer	 Schlange	9.273581504821777	na
Taenzerin	 Flagge	11.674705505371094	na
Ananas	 Pistole	15.315620422363281	na
Telefon	 Stuhl	11.872055053710938	na
Kopfsalat	 Finger	10.950349807739258	na
Löwe	 Flagge	8.761865615844727	na
Kartoffel	 Auge	9.718328475952148	na
Zange	 Elefant	41.62736892700195	na
Giraffe	 Arbeiter	11.405077934265137	na
Guerteltier	 Zucchini	9.3333740234375	na
Hammer	 Rettich	33.458343505859375	na
Zeigen	 Gürteltier	64.68907928466797	na
Kopfsalat	 Loewe	46.89380645751953	na
Schnuller	 Strauß	12.134398460388184	na
Schimpanse	 Elefant	43.873016357421875	na
Regenschirm	 Strauß	10.490808486938477	na
Banane	 Strauß	11.597835540771484	na
Schnuller	 Tänzerin	28.731969833374023	na
Kaßette	 Zucchini	11.631301879882812	na
Giraffe	 Affe	30.25960350036621	na
Ohr	 Haar	13.034546852111816	na
Pfeffer	 Guerteltier	51.55834197998047	na
Löwe	 Koch	12.870206832885742	na
Affe	 Chili	8.343878746032715	na
Schnuller	 Faust	8.919570922851562	na
Elefant	 Auge	9.030970573425293	na
Frosch	 Finger	12.427367210388184	na
Haar	 Taenzerin	44.344364166259766	na
Auge	 Kaßette	54.133155822753906	na
Schlüssel	 Flagge	10.144640922546387	na
Schlange	 Schluessel	40.016624450683594	na
Pistole	 Kuh	13.44184398651123	na
Ziege	 Aubergine	56.51665496826172	na
Eidechse	 Taenzerin	49.24038314819336	na
Pfeffer	 Kartoffel	13.938197135925293	na
Schnuller	 Pfeffer	13.170476913452148	na
Auge	 Haar	11.904070854187012	na
Gürteltier	 Aubergine	56.664859771728516	na
Gürteltier	 Zebra	36.7513427734375	na
Gürteltier	 Kartoffel	12.702951431274414	na
Schlange	 Knoblauch	11.300301551818848	na
Traube	 Schlüssel	10.02490234375	na
Kaßette	 Eidechse	43.46354675292969	na
Koch	 Löwe	13.035704612731934	na
Schlange	 Kassette	38.014034271240234	na
Tänzerin	 Pistole	10.102243423461914	na
Arbeiter	 Traube	31.037109375	na
Loewe	 Zeigen	11.032171249389648	na
Hund	 Auge	11.269604682922363	na
Knoblauch	 Taenzerin	45.901248931884766	na
Kartoffel	 Chili	8.53867244720459	na
