word_one	word_two	surprisal_w_two
Keyboard	 X	10.216650009155273
Dynamit	 a	7.974618911743164
Keyboard	 Ue	22.34628915786743
gong	 v	9.385384559631348
Haecksler	 v	14.043566703796387
Mixer	 j	12.147298812866211
saeugling	 S	13.935531616210938
ukulele	 r	11.71795654296875
xylophon	 R	12.089859962463379
Bongo	 q	10.211787223815918
Knarre	 S	12.581332206726074
auto	 I	10.48183536529541
Böller	 s	11.279483795166016
Schlagzeug	 j	13.590424537658691
revolver	 l	9.747588157653809
Geschuetz	 N	10.549142837524414
pferd	 f	11.591653823852539
troete	 E	10.212772369384766
bohrer	 Ue	21.5847110748291
Säugling	 D	11.077655792236328
fagott	 t	10.530056953430176
Floete	 T	10.336639404296875
Raßel	 s	11.492034912109375
granate	 X	7.887992858886719
cello	 J	11.40368366241455
Kontrabaß	 V	12.064432144165039
Flöte	 s	10.46627140045166
Gitarre	 U	13.952080726623535
Flinte	 Ue	21.94160032272339
Gewehr	 M	15.878318786621094
Cello	 p	14.573821067810059
saxophon	 t	9.583126068115234
Rassel	 i	10.133625984191895
pistole	 ä	8.745015144348145
dynamit	 D	10.561442375183105
Auto	 e	10.255163192749023
säugling	 w	11.513564109802246
kontrabass	 a	9.98776626586914
schlagzeug	 c	9.483485221862793
cello	 n	10.83371639251709
Cello	 n	12.701263427734375
flinte	 O	9.901301383972168
Granate	 U	13.340072631835938
tröte	 Y	9.990134239196777
Saege	 J	10.584882736206055
Xylophon	 c	10.501618385314941
Auto	 ae	9.09417724609375
Klarinette	 b	8.009997367858887
haecksler	 e	9.451261520385742
mofa	 k	15.029179573059082
Bongo	 ö	9.711085319519043
säugling	 L	11.951176643371582
pistole	 B	10.725753784179688
bongo	 ae	7.397289276123047
Fön	 b	14.334419250488281
trommel	 ü	10.273612976074219
cello	 e	9.456927299499512
granate	 z	11.381365776062012
Mixer	 w	9.454861640930176
Keyboard	 A	10.467415809631348
Dynamit	 M	10.724759101867676
säge	 G	10.933197021484375
klavier	 ä	9.557473182678223
Telefon	 Q	13.935493469238281
floete	 e	8.545241355895996
Geschütz	 O	11.048420906066895
Triangel	 C	11.826435089111328
Geige	 A	9.409135818481445
Tröte	 Ue	23.360730171203613
Pferd	 N	12.092638969421387
Gewehr	 v	11.799822807312012
Schlagzeug	 k	15.050379753112793
Flöte	 K	10.694567680358887
Cembalo	 p	12.1392183303833
troete	 B	9.41650104522705
Kontrabaß	 p	10.919679641723633
Saege	 Ue	22.019532680511475
Baby	 Oe	19.977890014648438
Raßel	 w	8.822898864746094
rassel	 t	9.351101875305176
rakete	 L	13.251205444335938
pferd	 A	10.610052108764648
Triangel	 ue	14.555093765258789
mikrofon	 k	16.313838958740234
mikrofon	 Ae	12.414106369018555
tuba	 G	9.132444381713867
pferd	 r	10.766021728515625
boeller	 N	12.648432731628418
dynamit	 w	7.689483165740967
trommel	 s	10.051715850830078
moped	 c	9.552982330322266
dynamit	 s	7.919488906860352
Boeller	 x	9.054702758789062
Säge	 q	8.971317291259766
geschuetz	 E	10.455817222595215
fön	 c	8.037550926208496
Trompete	 V	12.106158256530762
Akkordeon	 l	13.218453407287598
Handy	 u	15.370685577392578
Mikrofon	 ö	16.306291580200195
akkordeon	 j	13.69450569152832
Rassel	 K	12.652813911437988
mixer	 D	11.085158348083496
fön	 d	10.66781997680664
klavier	 r	11.373234748840332
Fagott	 m	10.872640609741211
Moped	 Q	14.42347526550293
Bongo	 B	13.807816505432129
Boeller	 Ä	11.687049865722656
Moped	 q	10.271627426147461
Klavier	 u	14.09455680847168
rakete	 Ae	10.923006057739258
Bohrer	 k	13.26544189453125
Posaune	 X	8.56101131439209
Rassel	 f	13.636648178100586
moped	 d	11.635091781616211
tröte	 R	12.523194313049316
Tuba	 Oe	20.340579509735107
Boeller	 P	11.119813919067383
Bongo	 N	11.63511848449707
mofa	 Ä	14.147740364074707
Böller	 o	11.18188190460205
rakete	 d	10.459193229675293
Knarre	 N	13.239116668701172
triangel	 F	12.897289276123047
Klarinette	 p	13.14229679107666
Moped	 M	16.273529052734375
Kanone	 E	12.425559997558594
Tröte	 J	10.4722318649292
dusche	 u	11.567516326904297
Haecksler	 ae	12.054021835327148
mofa	 q	12.975815773010254
Flinte	 e	10.980422973632812
Bohrer	 O	12.35542106628418
flinte	 k	13.399023056030273
gewehr	 Ö	12.092660903930664
posaune	 F	13.207462310791016
Trompete	 H	12.934532165527344
Geige	 H	11.682319641113281
posaune	 X	7.891375541687012
auto	 oe	13.753113746643066
foen	 ue	10.993371963500977
handy	 N	10.629258155822754
pferd	 h	12.792306900024414
raßel	 U	11.738009452819824
dusche	 s	10.235586166381836
Geige	 s	10.455592155456543
kanone	 D	12.183356285095215
moped	 U	14.562444686889648
Kanone	 A	10.820907592773438
pistole	 u	15.960556983947754
Kontrabaß	 Z	11.413968086242676
geschütz	 y	7.554584980010986
Handy	 t	13.123628616333008
cembalo	 u	13.568344116210938
keyboard	 z	8.828866004943848
Moped	 Ue	23.20903205871582
geschütz	 s	9.02309799194336
trompete	 c	13.418205261230469
böller	 z	11.230752944946289
saxophon	 o	10.712937355041504
Cembalo	 Ue	22.227551460266113
granate	 q	12.212334632873535
Xylophon	 M	10.907547950744629
flinte	 R	11.979565620422363
Floete	 ö	12.88902759552002
Baby	 b	11.386542320251465
Rakete	 C	11.301137924194336
trompete	 ae	13.094571113586426
klarinette	 H	12.5138578414917
Trompete	 i	10.650147438049316
baby	 z	10.04030704498291
klavier	 e	9.704586029052734
Telefon	 X	8.271164894104004
gong	 O	8.511149406433105
tuba	 O	10.35461139678955
Triangel	 r	12.30972957611084
Haecksler	 oe	13.808999061584473
Geschütz	 Oe	20.233145236968994
Geschütz	 E	11.727782249450684
Klarinette	 d	16.015872955322266
Bongo	 u	12.17021369934082
cembalo	 Q	11.775815963745117
klavier	 K	11.812812805175781
telefon	 Oe	19.35650873184204
Triangel	 ä	11.337099075317383
Saege	 ae	8.537789344787598
Gewehr	 K	10.15660572052002
Geschuetz	 T	11.37347412109375
Bongo	 i	10.8884859085083
ukulele	 ae	11.442726135253906
trompete	 v	12.473306655883789
Pistole	 ae	10.928330421447754
Häcksler	 ü	13.213324546813965
posaune	 y	14.939202308654785
Tuba	 D	13.674546241760254
Knarre	 Ü	11.690726280212402
geige	 Ae	12.73788833618164
häcksler	 q	10.458247184753418
kontrabass	 j	15.27517318725586
saege	 T	9.478544235229492
Posaune	 L	11.01563835144043
haecksler	 B	10.258617401123047
Klavier	 I	9.892204284667969
Saeugling	 s	8.494162559509277
keyboard	 K	10.130696296691895
Dynamit	 K	11.523228645324707
säugling	 b	9.608816146850586
Telefon	 ue	15.035117149353027
Tröte	 a	10.840087890625
klarinette	 N	10.823412895202637
Säugling	 p	12.156654357910156
Bohrer	 s	10.6793212890625
Auto	 y	11.58443832397461
säugling	 D	9.810076713562012
Mofa	 N	11.305624961853027
mikrofon	 N	11.397472381591797
Gitarre	 B	7.050662994384766
telefon	 z	9.125094413757324
Mixer	 F	15.583854675292969
mixer	 V	10.352899551391602
kontrabaß	 u	12.935112953186035
Keyboard	 e	9.399662017822266
Mofa	 Y	9.35243034362793
flinte	 J	9.566165924072266
flinte	 E	11.107624053955078
saxophon	 k	11.310502052307129
klavier	 s	9.57676887512207
Foen	 H	10.970118522644043
cembalo	 W	9.953717231750488
pferd	 p	13.295770645141602
Gitarre	 m	11.130029678344727
Trompete	 h	13.639837265014648
Geschütz	 n	9.78717041015625
revolver	 N	11.251310348510742
Fagott	 e	10.812814712524414
Cello	 U	13.66730785369873
handy	 A	10.582789421081543
Mixer	 M	13.261407852172852
Tuba	 Ü	15.077142715454102
Säge	 N	7.606570720672607
kanone	 L	13.26308822631836
boeller	 d	10.87918758392334
troete	 e	7.971590995788574
Rakete	 g	11.32397747039795
bohrer	 ä	9.182290077209473
Foen	 T	9.9297513961792
Mixer	 u	11.6687650680542
klavier	 w	7.6761674880981445
Boeller	 E	10.638761520385742
Kontrabass	 J	11.814615249633789
rakete	 o	10.701641082763672
Mixer	 Ue	22.28327512741089
Trommel	 L	10.709568977355957
knarre	 E	9.930526733398438
Gong	 m	11.432626724243164
tröte	 w	10.856402397155762
Säugling	 oe	9.277387619018555
tröte	 m	9.90994930267334
peitsche	 a	9.735040664672852
posaune	 h	13.320441246032715
trompete	 Ä	11.443785667419434
gitarre	 oe	11.78952407836914
dusche	 F	14.746540069580078
auto	 v	11.659125328063965
Klavier	 F	12.778603553771973
Tröte	 j	13.811609268188477
Gewehr	 H	12.36285400390625
haecksler	 G	10.092449188232422
Moped	 w	10.55295467376709
Boeller	 L	9.381500244140625
Flöte	 k	14.276240348815918
haecksler	 b	9.896883010864258
geschuetz	 r	11.79999828338623
Akkordeon	 Oe	19.73037099838257
telefon	 L	11.583812713623047
geschütz	 V	9.23021411895752
Knarre	 r	10.713078498840332
gong	 d	10.885467529296875
fagott	 ue	14.794304847717285
Trompete	 E	9.29056167602539
Rakete	 Ä	11.895904541015625
handy	 c	8.299607276916504
akkordeon	 a	8.766672134399414
floete	 t	7.861983299255371
Ukulele	 f	14.77471923828125
Auto	 Ä	12.264899253845215
harfe	 g	12.318509101867676
Mofa	 r	10.868607521057129
troete	 i	7.607192039489746
Revolver	 j	13.183647155761719
ukulele	 j	12.976021766662598
geige	 Y	10.31067180633545
Peitsche	 ä	12.540053367614746
geige	 N	9.183385848999023
kontrabaß	 D	8.119077682495117
triangel	 i	10.489514350891113
Moped	 Y	12.281356811523438
xylophon	 G	10.57669734954834
Peitsche	 O	11.070483207702637
fön	 r	10.943936347961426
Saxophon	 H	12.358067512512207
Geige	 a	9.687788963317871
Mofa	 u	13.907319068908691
xylophon	 H	11.303940773010254
fagott	 N	7.8467326164245605
tuba	 ae	13.719018936157227
Boeller	 c	9.507564544677734
Revolver	 E	12.221488952636719
Saege	 Ä	11.386012077331543
Kanone	 l	10.393983840942383
Flinte	 ü	13.273964881896973
Cembalo	 Ö	11.685895919799805
Posaune	 f	10.44753646850586
gewehr	 B	11.308401107788086
revolver	 q	10.82591724395752
pferd	 U	13.654980659484863
Böller	 P	11.71977710723877
ukulele	 L	10.62082290649414
Troete	 l	11.429924011230469
gitarre	 z	11.230223655700684
Tröte	 ue	15.242227554321289
Saeugling	 i	11.528059005737305
mofa	 h	12.849160194396973
klavier	 z	8.816102981567383
foen	 y	8.314351081848145
mofa	 V	11.68460464477539
rakete	 E	12.048755645751953
Saege	 P	11.624334335327148
flöte	 c	9.452595710754395
Saxophon	 y	9.895283699035645
handy	 Ae	12.579708099365234
Saxophon	 F	11.410052299499512
Handy	 q	10.389371871948242
Saege	 X	8.864997863769531
Posaune	 s	9.478438377380371
Kontrabass	 r	11.011239051818848
Mixer	 x	9.768550872802734
Cello	 i	9.320737838745117
bongo	 Oe	17.763360500335693
Keyboard	 Ö	11.521444320678711
Gewehr	 k	10.871269226074219
gewehr	 Oe	20.252643585205078
boeller	 P	12.957082748413086
haecksler	 p	10.649978637695312
moped	 Ö	11.185123443603516
Trommel	 B	13.32446575164795
klarinette	 Oe	20.092987060546875
geschütz	 W	8.814132690429688
saxophon	 m	8.297551155090332
Boeller	 T	11.60425090789795
geige	 Q	12.039856910705566
fön	 Ö	10.29477596282959
Rassel	 e	9.262702941894531
Bohrer	 h	12.793153762817383
Auto	 Q	14.15576457977295
kontrabaß	 E	11.183612823486328
Saege	 Y	10.125110626220703
Foen	 O	9.54635238647461
Saeugling	 P	12.16632080078125
Harfe	 s	9.085101127624512
bohrer	 y	11.378231048583984
Mikrofon	 p	12.190139770507812
Trommel	 ü	10.493040084838867
Trommel	 q	10.105239868164062
Kontrabaß	 Oe	20.98811960220337
flöte	 f	11.45185375213623
Xylophon	 N	11.07123851776123
akkordeon	 A	10.478809356689453
ukulele	 Oe	16.907104969024658
Saege	 ü	9.367125511169434
cello	 oe	10.379107475280762
säge	 z	12.25852108001709
kanone	 ae	11.327486038208008
Moped	 g	16.3521785736084
fagott	 F	12.030082702636719
gong	 m	9.523531913757324
keyboard	 H	9.62959098815918
bongo	 T	10.537187576293945
saege	 c	8.830877304077148
raßel	 K	10.915757179260254
Revolver	 t	11.318893432617188
Häcksler	 I	10.61524772644043
Boeller	 r	11.524772644042969
dynamit	 V	9.953777313232422
knarre	 m	9.019784927368164
gitarre	 U	13.289884567260742
Auto	 c	11.835569381713867
Boeller	 J	9.77197265625
tuba	 x	7.972536563873291
Schlagzeug	 G	12.64908504486084
cembalo	 l	12.053825378417969
klarinette	 R	12.225166320800781
peitsche	 p	12.349553108215332
Dynamit	 G	9.849133491516113
mofa	 a	9.657479286193848
kontrabaß	 R	13.101628303527832
Rassel	 H	11.67425537109375
Saxophon	 Z	10.126669883728027
Geschuetz	 S	10.822400093078613
schlagzeug	 Z	10.685209274291992
Gitarre	 N	10.030862808227539
rakete	 Ä	13.412373542785645
Auto	 m	14.09561538696289
Cembalo	 oe	8.881096839904785
Fön	 Oe	19.3323335647583
raßel	 X	7.434422016143799
säge	 L	11.349244117736816
rassel	 H	9.576262474060059
troete	 A	9.691184043884277
mikrofon	 C	9.488783836364746
Pferd	 S	11.175525665283203
Geige	 y	8.782428741455078
fagott	 u	14.829469680786133
Saeugling	 o	10.100255012512207
peitsche	 Oe	18.33872890472412
säugling	 H	12.51676082611084
mixer	 T	9.485857963562012
posaune	 G	11.034930229187012
tuba	 e	10.935208320617676
gong	 l	10.237762451171875
Baby	 ö	12.679049491882324
Knarre	 O	10.578300476074219
Geschuetz	 r	11.526007652282715
cello	 i	8.548799514770508
Posaune	 G	10.371618270874023
Cembalo	 c	11.957544326782227
gitarre	 e	9.543291091918945
Dynamit	 oe	9.598134994506836
cello	 Ö	10.493656158447266
Revolver	 c	11.34501838684082
Dynamit	 r	9.74141788482666
Bohrer	 Ä	13.048664093017578
Revolver	 T	12.56006908416748
geschütz	 K	9.750947952270508
Telefon	 p	12.708788871765137
Säge	 O	10.452071189880371
Peitsche	 G	9.59852123260498
flinte	 Oe	18.457726001739502
gong	 f	12.289727210998535
Ukulele	 b	8.47225570678711
mixer	 l	7.910396099090576
akkordeon	 Ae	11.285846710205078
Floete	 P	10.460066795349121
raßel	 G	9.248454093933105
dynamit	 m	8.941204071044922
Säge	 g	13.391608238220215
Revolver	 B	10.75475025177002
saxophon	 Y	10.466843605041504
baby	 c	10.426867485046387
Geschütz	 d	9.713778495788574
Saxophon	 q	9.688857078552246
Klavier	 X	8.911235809326172
Trompete	 ü	13.19526195526123
saege	 x	6.460967540740967
Knarre	 ue	11.970565795898438
Cello	 F	11.803216934204102
Triangel	 u	10.350632667541504
Flöte	 c	12.458111763000488
raßel	 E	10.558676719665527
Mofa	 t	10.460295677185059
Harfe	 k	14.899176597595215
Säge	 T	11.051485061645508
Fagott	 W	9.124953269958496
Foen	 N	10.081366539001465
Raßel	 n	10.690844535827637
gitarre	 Ü	11.019608497619629
gong	 q	13.09836196899414
Troete	 r	12.142681121826172
pferd	 x	6.656552791595459
Auto	 G	12.491750717163086
peitsche	 T	11.340910911560059
Mixer	 N	10.167396545410156
flöte	 H	10.340856552124023
Boeller	 q	8.80589485168457
fagott	 Ä	12.286458015441895
klavier	 M	11.093478202819824
Mofa	 Oe	18.061137199401855
Flinte	 U	12.272311210632324
klarinette	 W	10.29773998260498
Dusche	 Oe	18.30604314804077
Säugling	 c	9.099830627441406
cello	 Ü	12.954527854919434
Keyboard	 t	11.55765151977539
troete	 c	9.073379516601562
saxophon	 T	10.61616039276123
pistole	 ae	10.325787544250488
dusche	 V	12.53941822052002
fön	 S	11.16714859008789
Cello	 u	14.595141410827637
geige	 n	8.333961486816406
cello	 N	10.509324073791504
Gewehr	 N	10.748650550842285
Revolver	 F	13.5758695602417
häcksler	 Ae	11.54278564453125
saeugling	 L	11.389825820922852
mofa	 Y	8.505175590515137
flöte	 a	9.278207778930664
bohrer	 a	9.026230812072754
gong	 R	10.173600196838379
Kontrabass	 k	16.157503128051758
Geschütz	 q	9.969823837280273
bongo	 f	11.669540405273438
Dusche	 c	9.60957145690918
auto	 p	12.443347930908203
gewehr	 z	12.332144737243652
tuba	 Ü	11.966435432434082
Auto	 M	13.57124137878418
tröte	 T	12.077059745788574
Granate	 E	10.705575942993164
Xylophon	 s	8.452338218688965
Triangel	 Ue	23.369484901428223
Fön	 ue	12.195501327514648
Posaune	 K	12.370521545410156
säugling	 c	8.015863418579102
geschuetz	 oe	11.040183067321777
mofa	 Ö	11.63725471496582
Handy	 l	12.503816604614258
Cembalo	 o	11.620165824890137
gitarre	 D	9.418063163757324
keyboard	 Ü	10.608827590942383
raßel	 j	11.6431884765625
geschuetz	 Ü	11.373003005981445
Flinte	 J	9.50399112701416
mikrofon	 H	12.901825904846191
säugling	 a	10.587581634521484
tuba	 B	8.918069839477539
Pistole	 j	13.921473503112793
Dynamit	 C	10.506967544555664
Handy	 R	11.678839683532715
klarinette	 b	6.084723472595215
Saxophon	 j	12.759458541870117
Flöte	 J	10.169747352600098
Dusche	 z	11.348570823669434
schlagzeug	 n	9.396378517150879
fagott	 Y	9.398136138916016
Fön	 n	10.647500991821289
häcksler	 K	10.741564750671387
geschütz	 Ü	10.749930381774902
kanone	 Oe	20.745418548583984
Fön	 r	11.718830108642578
granate	 t	11.12820053100586
ukulele	 d	9.068083763122559
dusche	 I	11.54472541809082
mikrofon	 K	12.769448280334473
cello	 H	10.798489570617676
fagott	 Ü	13.86057186126709
Revolver	 U	17.9523983001709
triangel	 Ä	12.101824760437012
dusche	 ae	10.300728797912598
Pferd	 n	10.638773918151855
Fön	 u	11.251453399658203
moped	 G	13.334358215332031
Geschuetz	 Q	13.134425163269043
mofa	 W	9.754036903381348
schlagzeug	 d	10.558002471923828
fön	 m	8.225522994995117
Trommel	 ö	12.309109687805176
Telefon	 U	12.492327690124512
ukulele	 c	10.385878562927246
Fön	 k	14.373435020446777
Bongo	 b	14.544898986816406
Floete	 e	10.029308319091797
Häcksler	 Q	13.465107917785645
Raßel	 E	11.6115083694458
Baby	 X	10.16889762878418
raßel	 N	6.231196403503418
Flinte	 F	11.952149391174316
trommel	 g	9.223410606384277
Akkordeon	 w	7.901819229125977
geige	 a	9.680234909057617
Kanone	 I	11.272212982177734
Granate	 c	13.025625228881836
Cembalo	 R	13.537202835083008
Boeller	 N	10.567075729370117
Floete	 f	10.77226734161377
floete	 I	10.21681022644043
Akkordeon	 i	10.918750762939453
Fön	 U	12.781266212463379
Revolver	 Y	15.828368186950684
mikrofon	 oe	12.193004608154297
Rakete	 M	13.212105751037598
Trommel	 Ue	23.174833297729492
moped	 ä	8.545207023620605
Trompete	 A	10.1713285446167
tuba	 s	8.58786678314209
klarinette	 K	13.01366901397705
rassel	 s	8.855327606201172
Fagott	 Oe	20.225936889648438
gong	 Q	11.090683937072754
fagott	 C	10.28349494934082
Telefon	 w	7.002177715301514
auto	 Ä	12.503379821777344
geige	 L	10.592592239379883
haecksler	 Q	13.304849624633789
Häcksler	 D	11.728019714355469
Cembalo	 x	9.079085350036621
Posaune	 R	12.297951698303223
Säugling	 J	9.771402359008789
boeller	 E	13.03196907043457
Saege	 n	9.025630950927734
kontrabaß	 Oe	19.99626588821411
Flinte	 B	10.719012260437012
Posaune	 n	11.276700019836426
Tuba	 C	11.950849533081055
Schlagzeug	 ü	12.219339370727539
Böller	 k	15.95533561706543
flöte	 Z	9.60859489440918
haecksler	 L	9.369256019592285
Geschuetz	 G	11.672060012817383
flöte	 t	10.606522560119629
fagott	 Ö	10.621785163879395
akkordeon	 o	12.30221939086914
Boeller	 F	11.36225414276123
bongo	 V	10.286439895629883
bongo	 oe	8.860821723937988
saxophon	 x	8.327914237976074
dusche	 R	13.391411781311035
geschütz	 a	9.779696464538574
Ukulele	 d	10.94558334350586
flöte	 d	9.317292213439941
Peitsche	 M	11.73112678527832
Kontrabass	 s	10.604486465454102
säge	 b	12.10573959350586
Pferd	 ü	10.757786750793457
floete	 ae	8.894537925720215
flöte	 x	8.255698204040527
Triangel	 I	9.169001579284668
xylophon	 o	8.501328468322754
Mikrofon	 g	14.743118286132812
Dusche	 ä	14.386598587036133
Mixer	 I	9.847628593444824
Geige	 ö	12.087603569030762
Saege	 Q	12.940899848937988
gewehr	 F	12.116669654846191
Gong	 Z	11.206972122192383
Pistole	 b	11.624429702758789
gitarre	 ue	13.013324737548828
Moped	 Ö	11.488204956054688
Cembalo	 g	10.631860733032227
Akkordeon	 t	11.868026733398438
Handy	 B	10.90644645690918
Häcksler	 G	10.90723705291748
Kontrabass	 P	11.534103393554688
knarre	 t	10.340968132019043
Dusche	 m	10.294687271118164
trommel	 Ae	14.233630180358887
Mofa	 c	9.709152221679688
gewehr	 Ä	13.254022598266602
mixer	 Ö	11.407633781433105
Mixer	 l	9.82506275177002
dusche	 g	12.521918296813965
Klavier	 r	11.132822036743164
rakete	 Ü	12.641521453857422
telefon	 Ö	10.572854042053223
cembalo	 ü	11.483851432800293
posaune	 I	9.68408489227295
Schlagzeug	 K	13.625394821166992
Moped	 o	10.748990058898926
gong	 s	9.867518424987793
Fön	 x	7.935356616973877
Gitarre	 l	18.243244171142578
ukulele	 Ü	12.576484680175781
Fön	 Ae	12.697066307067871
Kontrabaß	 Y	10.873757362365723
Gewehr	 Ü	10.477160453796387
kanone	 F	11.527196884155273
Gong	 K	12.137491226196289
mixer	 ue	13.66513729095459
flöte	 S	11.088683128356934
bohrer	 E	10.509180068969727
ukulele	 F	11.919574737548828
saege	 y	10.719402313232422
Pistole	 s	12.279869079589844
auto	 u	11.524499893188477
haecksler	 Y	11.914787292480469
Gong	 Ö	9.580549240112305
Flinte	 ä	11.313554763793945
häcksler	 m	9.344350814819336
kontrabass	 z	8.26370620727539
granate	 Oe	19.01561737060547
pistole	 w	6.515768051147461
cello	 Z	10.410272598266602
Pistole	 T	11.518506050109863
Granate	 Ü	14.84437084197998
trommel	 u	15.009299278259277
pistole	 F	12.600760459899902
Rakete	 B	11.125946044921875
cembalo	 Ue	21.59185552597046
Gewehr	 T	12.481085777282715
Geige	 T	11.501779556274414
Peitsche	 B	10.932440757751465
Pistole	 H	11.422847747802734
Trommel	 Ü	13.3859224319458
Flinte	 I	9.107720375061035
Auto	 j	18.20683479309082
Saxophon	 C	11.359676361083984
Säge	 X	7.856265544891357
schlagzeug	 i	9.002435684204102
kontrabass	 T	12.121175765991211
Flöte	 u	13.643832206726074
gitarre	 f	12.369583129882812
Bongo	 Oe	17.038965225219727
peitsche	 l	11.295238494873047
gitarre	 P	10.788931846618652
Kontrabass	 ae	15.714370727539062
mofa	 j	13.630885124206543
Pistole	 h	13.86546516418457
Harfe	 I	9.189948081970215
säugling	 B	11.178400993347168
Rakete	 Oe	19.8523850440979
klarinette	 B	9.251389503479004
mofa	 S	12.007983207702637
dusche	 Ü	10.138245582580566
Rassel	 Ä	11.178810119628906
boeller	 m	11.05504322052002
Flöte	 ae	13.96143913269043
floete	 Oe	17.86683416366577
Klarinette	 K	12.54526138305664
telefon	 ae	9.49560260772705
Baby	 p	12.297687530517578
flinte	 Ä	13.556526184082031
Xylophon	 A	9.755849838256836
pferd	 ä	10.229934692382812
Flöte	 N	11.258655548095703
xylophon	 r	9.920522689819336
Triangel	 Ae	11.946592330932617
xylophon	 J	10.930816650390625
Häcksler	 Ue	23.347970008850098
Raßel	 m	9.966069221496582
saege	 J	10.134580612182617
Knarre	 m	9.492693901062012
Rassel	 ae	9.709563255310059
Tuba	 l	12.562173843383789
tuba	 I	12.126158714294434
häcksler	 Ö	10.797917366027832
klavier	 T	11.114259719848633
trompete	 Z	11.157793045043945
mikrofon	 S	12.024543762207031
saeugling	 Ü	9.164745330810547
cello	 M	11.489906311035156
saxophon	 Q	12.174538612365723
Dusche	 T	11.514021873474121
gitarre	 u	15.256863594055176
