condition	dummy_condition	subject	action_word	sound_word	task	word	accuracy	rt	log_rt	fasttext_cos_similarity	ppmi_cos_similarity
sham	-0.5	8	1	-1	Geraeusch	Kuvert	1.0	500.0	2.6989700043360187	0.201920997351408	0.10663044385566167
sham	-0.5	8	-1	1	Geraeusch	Kuckuck	1.0	662.0	2.8208579894397	0.16333062946796417	0.12421759309481784
sham	-0.5	8	-1	-1	Geraeusch	Rochen	1.0	577.0	2.7611758131557314	0.215910866856575	0.14873344863637006
sham	-0.5	8	1	1	Geraeusch	Säugling	0.0	591.0	2.7715874808812555	0.2274540215730667	0.13308773702845267
sham	-0.5	8	1	-1	Geraeusch	Bumerang	1.0	621.0	2.79309160017658	0.127064467407763	0.09001107668371389
sham	-0.5	8	-1	-1	Geraeusch	Chamäleon	1.0	607.0	2.7831886910752575	0.16358448844403028	0.10482009901434408
sham	-0.5	8	-1	1	Geraeusch	Lautsprecher	1.0	585.0	2.7671558660821804	0.16965544037520885	0.0666884228475687
sham	-0.5	8	-1	-1	Geraeusch	Denkmal	1.0	587.0	2.7686381012476144	0.11356506031006575	0.054823099056261926
sham	-0.5	8	1	1	Geraeusch	Akkordeon	1.0	760.0	2.8808135922807914	0.15776839293539524	0.08593252790752792
sham	-0.5	8	1	-1	Geraeusch	Banane	1.0	547.0	2.737987326333431	0.3830353766679764	0.46319432803269844
sham	-0.5	8	-1	-1	Geraeusch	Säule	1.0	693.0	2.8407332346118066	0.27190878987312317	0.08321171365782176
sham	-0.5	8	1	1	Geraeusch	Handy	1.0	864.0	2.936513742478893	0.150745352730155	0.0326732089828039
sham	-0.5	8	1	-1	Geraeusch	Atlas	1.0	481.0	2.682145076373832	0.19455312006175518	0.08847831452304189
sham	-0.5	8	-1	1	Geraeusch	Fluss	0.0	689.0	2.8382192219076257	0.11157234630081803	0.08140839062027605
sham	-0.5	8	1	1	Geraeusch	Mixer	1.0	926.0	2.966610986681934	0.24058399349451065	0.5614899517776861
sham	-0.5	8	1	1	Geraeusch	Tröte	1.0	576.0	2.760422483423212	0.16464511724188924	0.09259759958255886
sham	-0.5	8	-1	1	Geraeusch	Grille	1.0	849.0	2.928907690243953	0.2619832083582878	0.14215569452092436
sham	-0.5	8	-1	1	Geraeusch	Vulkan	0.0	1050.0	3.0211892990699383	0.22057298943400383	0.05687225039773336
sham	-0.5	8	1	1	Geraeusch	Dynamit	1.0	495.0	2.694605198933569	0.17738353461027145	0.12589690125724928
sham	-0.5	8	-1	1	Geraeusch	Auspuff	1.0	1101.0	3.041787318971752	0.20146265253424644	0.11994568425885854
sham	-0.5	8	1	-1	Geraeusch	Marionette	1.0	926.0	2.966610986681934	0.20489121973514557	0.08207634649277185
sham	-0.5	8	1	1	Geraeusch	Fagott	1.0	593.0	2.7730546933642626	0.1682279296219349	0.06596449092115464
sham	-0.5	8	-1	1	Geraeusch	Uhu	1.0	718.0	2.8561244442423	0.11385896103456616	0.156547577936193
sham	-0.5	8	1	1	Geraeusch	Rakete	0.0	1428.0	3.1547282074401557	0.21086596325039864	0.09651346999547539
sham	-0.5	8	-1	-1	Geraeusch	Portrait	1.0	709.0	2.8506462351830666	0.1347370743751526	0.06263443064926166
sham	-0.5	8	1	-1	Geraeusch	Himbeere	1.0	677.0	2.8305886686851442	0.36202322691679	0.29415408672012455
sham	-0.5	8	-1	1	Geraeusch	Küken	0.0	939.0	2.972665592266111	0.26168932393193245	0.1410593657773601
sham	-0.5	8	-1	-1	Geraeusch	Eiche	1.0	577.0	2.7611758131557314	0.23499976471066475	0.19318772829115216
sham	-0.5	8	1	-1	Geraeusch	Spritze	1.0	657.0	2.8175653695597807	0.27826737239956856	0.21185914138936424
sham	-0.5	8	1	-1	Geraeusch	Pinzette	1.0	492.0	2.69196510276736	0.33245228230953217	0.25635713565744855
sham	-0.5	8	-1	1	Geraeusch	Rotor	1.0	1043.0	3.018284308426531	0.21434737369418144	0.14639238868723525
sham	-0.5	8	-1	-1	Geraeusch	Palme	1.0	637.0	2.8041394323353503	0.2985937297344208	0.17188612683805538
sham	-0.5	8	1	-1	Geraeusch	Kartoffel	1.0	555.0	2.7442929831226763	0.5351116582751274	0.5583046390008967
sham	-0.5	8	1	1	Geraeusch	Trommel	1.0	687.0	2.8369567370595505	0.23673396185040474	0.19361448326296782
sham	-0.5	8	1	1	Geraeusch	Granate	1.0	647.0	2.8109042806687006	0.221207607537508	0.11468511520110913
sham	-0.5	8	-1	-1	Geraeusch	Efeu	1.0	555.0	2.7442929831226763	0.3071144111454487	0.24999780178196895
sham	-0.5	8	-1	-1	Geraeusch	Otter	1.0	673.0	2.828015064223977	0.21597435884177685	0.11270219194511777
sham	-0.5	8	1	1	Geraeusch	Bongo	1.0	528.0	2.722633922533812	0.11532139591872692	0.05617606268245645
sham	-0.5	8	-1	-1	Geraeusch	Marder	1.0	618.0	2.790988475088816	0.24990611895918846	0.14557824317361445
sham	-0.5	8	-1	-1	Geraeusch	Pfosten	1.0	543.0	2.734799829588847	0.22394496574997902	0.12716330409623455
sham	-0.5	8	-1	1	Geraeusch	Rabe	0.0	675.0	2.829303772831025	0.22882772609591484	0.09260524063972564
sham	-0.5	8	1	-1	Geraeusch	Gürtel	1.0	507.0	2.705007959333336	0.23315448313951492	0.13029154591159497
sham	-0.5	8	1	1	Geraeusch	Geschütz	1.0	567.0	2.7535830588929064	0.12564103491604328	0.12047611472620323
sham	-0.5	8	1	-1	Geraeusch	Kapuze	1.0	865.0	2.9370161074648142	0.2976352944970131	0.15563439571547977
sham	-0.5	8	-1	-1	Geraeusch	Antilope	1.0	630.0	2.7993405494535817	0.2003636658191681	0.1145793893299677
sham	-0.5	8	1	1	Geraeusch	Böller	1.0	597.0	2.775974331129369	0.23306480143219233	0.08496224834797461
sham	-0.5	8	-1	1	Geraeusch	Affe	1.0	765.0	2.8836614351536176	0.23784591257572174	0.11510071652430509
sham	-0.5	8	1	-1	Geraeusch	Schal	1.0	554.0	2.74350976472843	0.2732401639223099	0.14722765778813485
sham	-0.5	8	-1	1	Geraeusch	Elch	0.0	576.0	2.760422483423212	0.2354499250650406	0.09732529317368732
sham	-0.5	8	-1	-1	Geraeusch	Milbe	1.0	561.0	2.7489628612561616	0.25796177983283997	0.17695718376369307
sham	-0.5	8	1	-1	Geraeusch	Paket	1.0	544.0	2.73559889969818	0.1835707612335682	0.055283490517191614
sham	-0.5	8	-1	-1	Geraeusch	Känguruh	1.0	579.0	2.762678563727436	0.19054993148893118	0.08151359593809249
sham	-0.5	8	1	-1	Geraeusch	Skizze	1.0	758.0	2.8796692056320534	0.17015132866799831	0.09155146100962575
sham	-0.5	8	-1	-1	Geraeusch	Dachs	1.0	573.0	2.75815462196739	0.2815195694565773	0.12588733330954804
sham	-0.5	8	1	-1	Geraeusch	Mango	1.0	575.0	2.7596678446896306	0.305082518607378	0.43552922474537614
sham	-0.5	8	1	-1	Geraeusch	Mikroskop	1.0	589.0	2.7701152947871015	0.2516487091779709	0.1622483668419501
sham	-0.5	8	1	1	Geraeusch	Knarre	0.0	773.0	2.888179493918325	0.18169274367392063	0.09415165447038698
sham	-0.5	8	1	1	Geraeusch	Pistole	1.0	585.0	2.7671558660821804	0.1676795370876789	0.08587610422140635
sham	-0.5	8	-1	1	Geraeusch	Hummel	1.0	1274.0	3.1051694279993316	0.20039476454257965	0.12541719596863277
sham	-0.5	8	-1	-1	Geraeusch	Buche	1.0	629.0	2.798650645445269	0.07184768933802843	0.05388220062881355
sham	-0.5	8	1	1	Geraeusch	Saxophon	1.0	535.0	2.7283537820212285	0.11228780075907707	0.07171506501716196
sham	-0.5	8	-1	1	Geraeusch	Möwe	1.0	1126.0	3.0515383905153275	0.15730357356369495	0.11339969772952219
sham	-0.5	8	-1	1	Geraeusch	Papagei	1.0	1230.0	3.089905111439398	0.22192232310771942	0.11317939968461987
sham	-0.5	8	-1	-1	Geraeusch	Skulptur	1.0	501.0	2.699837725867246	0.21833325549960136	0.0817945861698669
sham	-0.5	8	1	1	Geraeusch	Dusche	0.0	881.0	2.9449759084120477	0.25699036195874214	0.07961138460863737
sham	-0.5	8	1	1	Geraeusch	Auto	1.0	1156.0	3.0629578340845103	0.18703975342214108	0.034912554466992374
sham	-0.5	8	-1	1	Geraeusch	Bär	0.0	569.0	2.7551122663950713	0.1528414626372978	0.09147698987076164
sham	-0.5	8	1	-1	Geraeusch	Angel	1.0	575.0	2.7596678446896306	0.13704723306000233	0.06433309933774833
sham	-0.5	8	1	1	Geraeusch	Revolver	1.0	655.0	2.816241299991783	0.11694657616317272	0.1041017482106038
sham	-0.5	8	-1	1	Geraeusch	Schimpanse	1.0	698.0	2.843855422623161	0.14613282307982445	0.09936342443261281
sham	-0.5	8	-1	-1	Geraeusch	Logo	1.0	595.0	2.7745169657285498	0.1349429152905941	0.09069064773146052
sham	-0.5	8	-1	1	Geraeusch	Gebläse	1.0	1268.0	3.1031192535457137	0.20937863830477	0.16594562130254786
sham	-0.5	8	1	-1	Geraeusch	Pille	1.0	626.0	2.7965743332104296	0.27078212797641754	0.10288196760116286
sham	-0.5	8	1	-1	Geraeusch	Kommode	1.0	529.0	2.7234556720351857	0.17186840809881687	0.11127493740271854
sham	-0.5	8	1	1	Geraeusch	Mofa	1.0	853.0	2.930949031167523	0.10730541963130236	0.06586894332703064
sham	-0.5	8	-1	-1	Geraeusch	Ahorn	1.0	620.0	2.792391689498254	0.20631979033350945	0.18486502556742146
sham	-0.5	8	-1	-1	Geraeusch	Rinne	1.0	632.0	2.800717078282385	0.2115299180150032	0.16316836422207803
sham	-0.5	8	1	1	Geraeusch	Klarinette	1.0	521.0	2.7168377232995247	0.18977229297161102	0.07587590865664784
sham	-0.5	8	-1	1	Geraeusch	Taube	0.0	512.0	2.709269960975831	0.21487439423799515	0.09560456915235505
sham	-0.5	8	1	1	Geraeusch	Triangel	1.0	564.0	2.751279103983342	0.16988270916044712	0.10028398938561034
sham	-0.5	8	1	1	Geraeusch	Geige	1.0	549.0	2.739572344450092	0.1951991692185402	0.07428656184556792
sham	-0.5	8	-1	1	Geraeusch	Rotkehlchen	1.0	903.0	2.9556877503135057	0.21702387183904648	0.1251175801240898
sham	-0.5	8	1	-1	Geraeusch	Karaffe	0.0	667.0	2.824125833916549	0.29150525480508804	0.3106760000666584
sham	-0.5	8	1	-1	Geraeusch	Krücke	1.0	721.0	2.857935264719429	0.1878700302913785	0.09901076913609963
sham	-0.5	8	1	1	Geraeusch	Klavier	1.0	588.0	2.7693773260761385	0.11705507105216384	0.04108181518918064
sham	-0.5	8	-1	-1	Geraeusch	Moos	1.0	632.0	2.800717078282385	0.2921600081026554	0.27324010735771564
sham	-0.5	8	-1	1	Geraeusch	Ziege	0.0	1060.0	3.0253058652647704	0.36479683220386505	0.1546062606363371
sham	-0.5	8	-1	-1	Geraeusch	Oktopus	1.0	743.0	2.8709888137605755	0.30038145184516907	0.24680892657650533
sham	-0.5	8	-1	1	Geraeusch	Löwe	0.0	1693.0	3.2286569581089353	0.18110909638926387	0.08194008513947021
sham	-0.5	8	1	-1	Geraeusch	Hemd	1.0	567.0	2.7535830588929064	0.27548350393772125	0.13822641028700244
sham	-0.5	8	-1	-1	Geraeusch	Fichte	1.0	534.0	2.727541257028556	0.23226487264037132	0.16418656571939294
sham	-0.5	8	-1	1	Geraeusch	Brandung	0.0	442.0	2.645422269349092	0.17239838652312756	0.09019290026405224
sham	-0.5	8	1	-1	Geraeusch	Lupe	1.0	500.0	2.6989700043360187	0.16596697643399239	0.04643569501835543
sham	-0.5	8	-1	-1	Geraeusch	Schnecke	1.0	554.0	2.74350976472843	0.36977437883615494	0.24306924237916383
pIPL	0.5	9	1	1	Geraeusch	Geschütz	1.0	953.0	2.979092900638326	0.12564103491604328	0.12047611472620323
pIPL	0.5	9	-1	-1	Geraeusch	Efeu	1.0	710.0	2.8512583487190755	0.3071144111454487	0.24999780178196895
pIPL	0.5	9	1	-1	Geraeusch	Mikroskop	1.0	975.0	2.989004615698537	0.2516487091779709	0.1622483668419501
pIPL	0.5	9	1	1	Geraeusch	Klavier	1.0	599.0	2.7774268223893115	0.11705507105216384	0.04108181518918064
pIPL	0.5	9	1	-1	Geraeusch	Himbeere	1.0	727.0	2.8615344108590377	0.36202322691679	0.29415408672012455
pIPL	0.5	9	1	1	Geraeusch	Dynamit	0.0	1205.0	3.080987046910887	0.17738353461027145	0.12589690125724928
pIPL	0.5	9	1	-1	Geraeusch	Marionette	1.0	1102.0	3.042181594515766	0.20489121973514557	0.08207634649277185
pIPL	0.5	9	-1	-1	Geraeusch	Pfosten	1.0	934.0	2.9703468762300935	0.22394496574997902	0.12716330409623455
pIPL	0.5	9	-1	1	Geraeusch	Uhu	1.0	655.0	2.816241299991783	0.11385896103456616	0.156547577936193
pIPL	0.5	9	-1	-1	Geraeusch	Milbe	1.0	781.0	2.8926510338773004	0.25796177983283997	0.17695718376369307
pIPL	0.5	9	1	-1	Geraeusch	Spritze	1.0	754.0	2.877371345869774	0.27826737239956856	0.21185914138936424
pIPL	0.5	9	1	-1	Geraeusch	Kapuze	1.0	680.0	2.832508912706236	0.2976352944970131	0.15563439571547977
pIPL	0.5	9	-1	1	Geraeusch	Bär	1.0	860.0	2.934498451243568	0.1528414626372978	0.09147698987076164
pIPL	0.5	9	1	1	Geraeusch	Klarinette	1.0	719.0	2.8567288903828825	0.18977229297161102	0.07587590865664784
pIPL	0.5	9	-1	-1	Geraeusch	Eiche	1.0	716.0	2.8549130223078554	0.23499976471066475	0.19318772829115216
pIPL	0.5	9	-1	1	Geraeusch	Löwe	1.0	655.0	2.816241299991783	0.18110909638926387	0.08194008513947021
pIPL	0.5	9	-1	-1	Geraeusch	Otter	1.0	996.0	2.998259338423699	0.21597435884177685	0.11270219194511777
pIPL	0.5	9	-1	-1	Geraeusch	Palme	1.0	715.0	2.8543060418010806	0.2985937297344208	0.17188612683805538
pIPL	0.5	9	-1	-1	Geraeusch	Eidechse	1.0	666.0	2.823474229170301	0.31273071840405464	0.1426779388281757
pIPL	0.5	9	-1	1	Geraeusch	Brandung	1.0	776.0	2.8898617212581885	0.17239838652312756	0.09019290026405224
pIPL	0.5	9	1	1	Geraeusch	Trommel	1.0	660.0	2.8195439355418688	0.23673396185040474	0.19361448326296782
pIPL	0.5	9	-1	1	Geraeusch	Schimpanse	1.0	764.0	2.8830933585756897	0.14613282307982445	0.09936342443261281
pIPL	0.5	9	-1	1	Geraeusch	Fluss	1.0	867.0	2.9380190974762104	0.11157234630081803	0.08140839062027605
pIPL	0.5	9	1	1	Geraeusch	Granate	1.0	837.0	2.92272545799326	0.221207607537508	0.11468511520110913
pIPL	0.5	9	1	1	Geraeusch	Pistole	1.0	824.0	2.9159272116971158	0.1676795370876789	0.08587610422140635
pIPL	0.5	9	-1	-1	Geraeusch	Logo	1.0	965.0	2.9845273133437926	0.1349429152905941	0.09069064773146052
pIPL	0.5	9	-1	1	Geraeusch	Küken	1.0	740.0	2.8692317197309762	0.26168932393193245	0.1410593657773601
pIPL	0.5	9	-1	1	Geraeusch	Taube	0.0	1430.0	3.155336037465062	0.21487439423799515	0.09560456915235505
pIPL	0.5	9	-1	1	Geraeusch	Triebwerk	1.0	927.0	2.967079734144497	0.08056519855745137	0.11243046064406292
pIPL	0.5	9	-1	-1	Geraeusch	Fundament	1.0	745.0	2.8721562727482928	0.17832465283572674	0.0884765869541313
pIPL	0.5	9	1	-1	Geraeusch	Pille	1.0	706.0	2.8488047010518036	0.27078212797641754	0.10288196760116286
pIPL	0.5	9	1	-1	Geraeusch	Kommode	1.0	870.0	2.9395192526186187	0.17186840809881687	0.11127493740271854
pIPL	0.5	9	-1	1	Geraeusch	Vulkan	0.0	952.0	2.9786369483844743	0.22057298943400383	0.05687225039773336
pIPL	0.5	9	1	1	Geraeusch	Dusche	1.0	707.0	2.8494194137968996	0.25699036195874214	0.07961138460863737
pIPL	0.5	9	-1	1	Geraeusch	Ziege	1.0	927.0	2.967079734144497	0.36479683220386505	0.1546062606363371
pIPL	0.5	9	1	-1	Geraeusch	Hemd	1.0	684.0	2.835056101720116	0.27548350393772125	0.13822641028700244
pIPL	0.5	9	1	-1	Geraeusch	Dolch	1.0	898.0	2.9532763366673045	0.22993289306759834	0.12494892784160794
pIPL	0.5	9	1	1	Geraeusch	Akkordeon	1.0	668.0	2.824776462475546	0.15776839293539524	0.08593252790752792
pIPL	0.5	9	1	1	Geraeusch	Handy	1.0	696.0	2.842609239610562	0.150745352730155	0.0326732089828039
pIPL	0.5	9	1	-1	Geraeusch	Scheck	1.0	1013.0	3.0056094453602804	0.10084839374758303	0.032092374407111546
pIPL	0.5	9	1	-1	Geraeusch	Karaffe	1.0	863.0	2.9360107957152097	0.29150525480508804	0.3106760000666584
pIPL	0.5	9	1	-1	Geraeusch	Skizze	1.0	669.0	2.8254261177678233	0.17015132866799831	0.09155146100962575
pIPL	0.5	9	1	1	Geraeusch	Fagott	1.0	642.0	2.807535028068853	0.1682279296219349	0.06596449092115464
pIPL	0.5	9	1	1	Geraeusch	Säugling	1.0	845.0	2.926856708949692	0.2274540215730667	0.13308773702845267
pIPL	0.5	9	-1	1	Geraeusch	Rotor	1.0	677.0	2.8305886686851442	0.21434737369418144	0.14639238868723525
pIPL	0.5	9	-1	1	Geraeusch	Papagei	1.0	1137.0	3.0557604646877348	0.22192232310771942	0.11317939968461987
pIPL	0.5	9	-1	-1	Geraeusch	Buche	1.0	665.0	2.8228216453031045	0.07184768933802843	0.05388220062881355
pIPL	0.5	9	-1	-1	Geraeusch	Rochen	1.0	814.0	2.910624404889201	0.215910866856575	0.14873344863637006
pIPL	0.5	9	1	-1	Geraeusch	Pinzette	1.0	686.0	2.8363241157067516	0.33245228230953217	0.25635713565744855
pIPL	0.5	9	1	1	Geraeusch	Tuba	1.0	624.0	2.795184589682424	0.14274169690907001	0.07624825197976792
pIPL	0.5	9	-1	-1	Geraeusch	Antilope	1.0	762.0	2.8819549713396007	0.2003636658191681	0.1145793893299677
pIPL	0.5	9	-1	-1	Geraeusch	Denkmal	1.0	682.0	2.833784374656479	0.11356506031006575	0.054823099056261926
pIPL	0.5	9	1	-1	Geraeusch	Lupe	1.0	913.0	2.960470777534299	0.16596697643399239	0.04643569501835543
pIPL	0.5	9	-1	1	Geraeusch	Gebläse	1.0	764.0	2.8830933585756897	0.20937863830477	0.16594562130254786
pIPL	0.5	9	1	1	Geraeusch	Mofa	1.0	849.0	2.928907690243953	0.10730541963130236	0.06586894332703064
pIPL	0.5	9	-1	1	Geraeusch	Rotkehlchen	1.0	719.0	2.8567288903828825	0.21702387183904648	0.1251175801240898
pIPL	0.5	9	1	1	Geraeusch	Tröte	1.0	592.0	2.77232170672292	0.16464511724188924	0.09259759958255886
pIPL	0.5	9	1	1	Geraeusch	Säge	1.0	1251.0	3.09725730969342	0.2153131626546383	0.184738810376335
pIPL	0.5	9	1	-1	Geraeusch	Kartoffel	1.0	697.0	2.8432327780980096	0.5351116582751274	0.5583046390008967
pIPL	0.5	9	-1	1	Geraeusch	Hummel	1.0	573.0	2.75815462196739	0.20039476454257965	0.12541719596863277
pIPL	0.5	9	1	-1	Geraeusch	Krücke	1.0	1000.0	3.0	0.1878700302913785	0.09901076913609963
pIPL	0.5	9	1	1	Geraeusch	Revolver	1.0	687.0	2.8369567370595505	0.11694657616317272	0.1041017482106038
pIPL	0.5	9	-1	-1	Geraeusch	Ahorn	1.0	686.0	2.8363241157067516	0.20631979033350945	0.18486502556742146
pIPL	0.5	9	-1	-1	Geraeusch	Dachs	1.0	695.0	2.8419848045901137	0.2815195694565773	0.12588733330954804
pIPL	0.5	9	1	1	Geraeusch	Geige	1.0	622.0	2.7937903846908188	0.1951991692185402	0.07428656184556792
pIPL	0.5	9	-1	-1	Geraeusch	Schnecke	1.0	695.0	2.8419848045901137	0.36977437883615494	0.24306924237916383
pIPL	0.5	9	1	-1	Geraeusch	Schal	1.0	671.0	2.826722520168992	0.2732401639223099	0.14722765778813485
pIPL	0.5	9	1	-1	Geraeusch	Gürtel	1.0	683.0	2.8344207036815328	0.23315448313951492	0.13029154591159497
pIPL	0.5	9	1	1	Geraeusch	Knarre	1.0	872.0	2.940516484932567	0.18169274367392063	0.09415165447038698
pIPL	0.5	9	1	1	Geraeusch	Triangel	1.0	726.0	2.8609366207000937	0.16988270916044712	0.10028398938561034
pIPL	0.5	9	1	-1	Geraeusch	Angel	1.0	720.0	2.8573324964312685	0.13704723306000233	0.06433309933774833
pIPL	0.5	9	-1	1	Geraeusch	Möwe	1.0	834.0	2.921166050637739	0.15730357356369495	0.11339969772952219
pIPL	0.5	9	1	-1	Geraeusch	Paket	1.0	819.0	2.9132839017604186	0.1835707612335682	0.055283490517191614
pIPL	0.5	9	-1	-1	Geraeusch	Oktopus	1.0	638.0	2.8048206787211623	0.30038145184516907	0.24680892657650533
pIPL	0.5	9	1	-1	Geraeusch	Kuvert	1.0	760.0	2.8808135922807914	0.201920997351408	0.10663044385566167
pIPL	0.5	9	1	1	Geraeusch	Bongo	0.0	830.0	2.9190780923760737	0.11532139591872692	0.05617606268245645
pIPL	0.5	9	-1	1	Geraeusch	Frosch	1.0	749.0	2.8744818176994666	0.269133772701025	0.14129898056441226
pIPL	0.5	9	1	-1	Geraeusch	Atlas	1.0	706.0	2.8488047010518036	0.19455312006175518	0.08847831452304189
pIPL	0.5	9	-1	1	Geraeusch	Rabe	1.0	751.0	2.8756399370041685	0.22882772609591484	0.09260524063972564
pIPL	0.5	9	1	1	Geraeusch	Auto	1.0	708.0	2.850033257689769	0.18703975342214108	0.034912554466992374
pIPL	0.5	9	-1	1	Geraeusch	Elch	0.0	731.0	2.8639173769578603	0.2354499250650406	0.09732529317368732
pIPL	0.5	9	-1	-1	Geraeusch	Portrait	1.0	675.0	2.829303772831025	0.1347370743751526	0.06263443064926166
pIPL	0.5	9	-1	1	Geraeusch	Grille	1.0	731.0	2.8639173769578603	0.2619832083582878	0.14215569452092436
pIPL	0.5	9	-1	1	Geraeusch	Gorilla	1.0	913.0	2.960470777534299	0.19507123157382011	0.10610238639560388
pIPL	0.5	9	-1	-1	Geraeusch	Känguruh	1.0	821.0	2.9143431571194407	0.19054993148893118	0.08151359593809249
pIPL	0.5	9	1	-1	Geraeusch	Mango	1.0	643.0	2.808210972924222	0.305082518607378	0.43552922474537614
pIPL	0.5	9	-1	1	Geraeusch	Lautsprecher	1.0	622.0	2.7937903846908188	0.16965544037520885	0.0666884228475687
pIPL	0.5	9	-1	-1	Geraeusch	Fichte	1.0	620.0	2.792391689498254	0.23226487264037132	0.16418656571939294
pIPL	0.5	9	1	1	Geraeusch	Mixer	1.0	970.0	2.9867717342662448	0.24058399349451065	0.5614899517776861
pIPL	0.5	9	1	1	Geraeusch	Böller	1.0	971.0	2.9872192299080047	0.23306480143219233	0.08496224834797461
pIPL	0.5	9	1	-1	Geraeusch	Banane	1.0	863.0	2.9360107957152097	0.3830353766679764	0.46319432803269844
pIPL	0.5	9	-1	-1	Geraeusch	Marder	1.0	839.0	2.9237619608287004	0.24990611895918846	0.14557824317361445
pIPL	0.5	9	1	1	Geraeusch	Rakete	1.0	662.0	2.8208579894397	0.21086596325039864	0.09651346999547539
pIPL	0.5	9	1	-1	Geraeusch	Bumerang	1.0	698.0	2.843855422623161	0.127064467407763	0.09001107668371389
pIPL	0.5	9	-1	-1	Geraeusch	Säule	1.0	665.0	2.8228216453031045	0.27190878987312317	0.08321171365782176
pIPL	0.5	9	1	-1	Geraeusch	Spaten	1.0	695.0	2.8419848045901137	0.25964680686593056	0.24413080335076853
pIPL	0.5	9	-1	-1	Geraeusch	Rinne	1.0	689.0	2.8382192219076257	0.2115299180150032	0.16316836422207803
pIPL	0.5	9	-1	-1	Geraeusch	Moos	1.0	638.0	2.8048206787211623	0.2921600081026554	0.27324010735771564
pIPL	0.5	9	-1	1	Geraeusch	Auspuff	1.0	673.0	2.828015064223977	0.20146265253424644	0.11994568425885854
pIPL	0.5	9	-1	-1	Geraeusch	Chamäleon	1.0	897.0	2.952792443044092	0.16358448844403028	0.10482009901434408
pIPL	0.5	9	1	1	Geraeusch	Saxophon	1.0	767.0	2.884795363948981	0.11228780075907707	0.07171506501716196
pIPL	0.5	9	-1	1	Geraeusch	Kuckuck	1.0	674.0	2.82865989653532	0.16333062946796417	0.12421759309481784
pIPL	0.5	9	-1	1	Geraeusch	Affe	1.0	1030.0	3.012837224705172	0.23784591257572174	0.11510071652430509
pIPL	0.5	9	-1	-1	Geraeusch	Skulptur	1.0	652.0	2.81424759573192	0.21833325549960136	0.0817945861698669
sham	-0.5	9	1	-1	Geraeusch	Zange	1.0	690.0	2.838849090737255	0.28323930874466896	0.23573511018109627
sham	-0.5	9	1	-1	Geraeusch	Zigarette	1.0	698.0	2.843855422623161	0.30690106749534607	0.12297488662725464
sham	-0.5	9	1	-1	Geraeusch	Zwiebel	1.0	652.0	2.81424759573192	0.8261841833591461	1.0
sham	-0.5	9	1	1	Geraeusch	Telefon	1.0	500.0	2.6989700043360187	0.13969123177230358	0.0343830541573138
sham	-0.5	9	1	-1	Geraeusch	Schraube	1.0	848.0	2.9283958522567137	0.23359277471899986	0.15369233182414044
sham	-0.5	9	1	1	Geraeusch	Harfe	1.0	567.0	2.7535830588929064	0.20626810565590858	0.07739638784377378
sham	-0.5	9	-1	1	Geraeusch	Turbine	1.0	1143.0	3.0580462303952816	0.16846776194870472	0.11388675018352679
sham	-0.5	9	-1	1	Geraeusch	Pavian	1.0	690.0	2.838849090737255	0.2110433541238308	0.057128238204296355
sham	-0.5	9	-1	1	Geraeusch	Drossel	1.0	628.0	2.797959643737196	0.17231416050344706	0.10760396935789651
sham	-0.5	9	-1	-1	Geraeusch	Giraffe	1.0	729.0	2.8627275283179747	0.23825205117464066	0.11948765513760262
sham	-0.5	9	-1	1	Geraeusch	Bach	1.0	723.0	2.859138297294531	0.104628199711442	0.06506052927229966
sham	-0.5	9	-1	-1	Geraeusch	Salamander	1.0	787.0	2.8959747323590648	0.28176092356443405	0.10382664580303191
sham	-0.5	9	-1	1	Geraeusch	Schaf	1.0	701.0	2.8457180179666586	0.2607736177742481	0.13314406731093364
sham	-0.5	9	1	1	Geraeusch	Posaune	1.0	628.0	2.797959643737196	0.17924160324037075	0.07581152929582502
sham	-0.5	9	-1	1	Geraeusch	Hornisse	1.0	1088.0	3.036628895362161	0.2415538765490055	0.16300265086778942
sham	-0.5	9	-1	1	Geraeusch	Kröte	1.0	1180.0	3.0718820073061255	0.26435916125774384	0.16721496585729112
sham	-0.5	9	-1	-1	Geraeusch	Gazelle	1.0	775.0	2.88930170250631	0.18082721531391144	0.1089205354024978
sham	-0.5	9	1	1	Geraeusch	Kontrabass	1.0	642.0	2.807535028068853	0.1803523162379861	0.0516904250010613
sham	-0.5	9	1	1	Geraeusch	Pferd	1.0	959.0	2.9818186071706636	0.2297214064747095	0.08170638671797581
sham	-0.5	9	-1	1	Geraeusch	Henne	1.0	947.0	2.9763499790032735	0.2657271735370159	0.11040520302394907
sham	-0.5	9	1	-1	Geraeusch	Kamm	1.0	663.0	2.821513528404773	0.21430138871073723	0.16249142880455414
sham	-0.5	9	1	1	Geraeusch	Trompete	1.0	484.0	2.6848453616444123	0.19408991746604443	0.07307199353150917
sham	-0.5	9	1	1	Geraeusch	Gewehr	1.0	596.0	2.7752462597402365	0.11912524909712374	0.09760920871410406
sham	-0.5	9	-1	1	Geraeusch	Ferkel	1.0	617.0	2.7902851640332416	0.3014225624501705	0.1432762673517629
sham	-0.5	9	-1	-1	Geraeusch	Satellit	1.0	723.0	2.859138297294531	0.20356498286128044	0.0613746818867934
sham	-0.5	9	1	-1	Geraeusch	Ananas	1.0	752.0	2.876217840591642	0.3979216292500496	0.5464487547854717
