condition	dummy_condition	subject	action_word	sound_word	task	word	accuracy	rt	log_rt	fasttext_cos_similarity	ppmi_cos_similarity
pIPL	0.5	1	-1	1	Geraeusch	Lüftung	1.0	1419.0	3.151982395457474	0.2231629453599453	0.14143496955382928
pIPL	0.5	1	-1	-1	Geraeusch	Alge	1.0	815.0	2.9111576087399764	0.2426803521811962	0.2362246250432698
pIPL	0.5	1	1	1	Geraeusch	Trompete	1.0	756.0	2.8785217955012063	0.19408991746604443	0.07307199353150917
pIPL	0.5	1	-1	-1	Geraeusch	Höhle	1.0	1065.0	3.0273496077747564	0.20153108425438404	0.0845764890303804
pIPL	0.5	1	1	1	Geraeusch	Cello	1.0	775.0	2.88930170250631	0.12226452399045229	0.0777492395701489
pIPL	0.5	1	1	1	Geraeusch	Peitsche	1.0	952.0	2.9786369483844743	0.2255714237689972	0.11687124864973442
pIPL	0.5	1	-1	-1	Geraeusch	Schabe	1.0	721.0	2.857935264719429	0.33427971601486206	0.16916676537775333
pIPL	0.5	1	-1	1	Geraeusch	Kröte	1.0	1237.0	3.0923696996291206	0.26435916125774384	0.16721496585729112
pIPL	0.5	1	-1	-1	Geraeusch	Nelke	1.0	692.0	2.840106094456758	0.36496303230524063	0.28971857554753555
pIPL	0.5	1	-1	-1	Geraeusch	Raupe	1.0	689.0	2.8382192219076257	0.3256591893732548	0.20404234717405145
pIPL	0.5	1	-1	1	Geraeusch	Eule	0.0	1250.0	3.0969100130080562	0.2514149993658066	0.10440527365061703
pIPL	0.5	1	-1	-1	Geraeusch	Balken	1.0	853.0	2.930949031167523	0.29413021355867386	0.14495439090887952
pIPL	0.5	1	1	-1	Geraeusch	Knopf	1.0	668.0	2.824776462475546	0.2558344006538391	0.11315514100691271
pIPL	0.5	1	1	-1	Geraeusch	Kajak	1.0	751.0	2.8756399370041685	0.1065130578354001	0.05116841136854389
pIPL	0.5	1	1	1	Geraeusch	Rassel	1.0	951.0	2.978180516937414	0.1870720461010933	0.13831276756230304
pIPL	0.5	1	1	1	Geraeusch	Telefon	1.0	933.0	2.9698816437465	0.13969123177230358	0.0343830541573138
pIPL	0.5	1	1	-1	Geraeusch	Seife	1.0	696.0	2.842609239610562	0.32860859483480453	0.325583120666995
pIPL	0.5	1	1	1	Geraeusch	Moped	1.0	790.0	2.8976270912904414	0.18105410784482956	0.06424555070023363
pIPL	0.5	1	1	1	Geraeusch	Schlagzeug	1.0	813.0	2.910090545594068	0.12161924876272678	0.055863299106392095
pIPL	0.5	1	-1	-1	Geraeusch	Gecko	1.0	1062.0	3.0261245167454502	0.16149046272039413	0.1094352685966109
pIPL	0.5	1	-1	1	Geraeusch	Nachtigall	1.0	857.0	2.932980821923198	0.25351230800151825	0.11506371669864546
pIPL	0.5	1	1	1	Geraeusch	Gitarre	1.0	792.0	2.8987251815894934	0.19382681138813496	0.05041810521031154
pIPL	0.5	1	1	1	Geraeusch	Pferd	0.0	1316.0	3.1192558892779365	0.2297214064747095	0.08170638671797581
pIPL	0.5	1	-1	-1	Geraeusch	Qualle	1.0	783.0	2.8937617620579434	0.2616753615438938	0.13904090343789854
pIPL	0.5	1	-1	1	Geraeusch	Elefant	1.0	1383.0	3.1408221801093106	0.19571251422166824	0.11754073064150727
pIPL	0.5	1	-1	-1	Geraeusch	Satellit	1.0	842.0	2.9253120914996495	0.20356498286128044	0.0613746818867934
pIPL	0.5	1	1	-1	Geraeusch	Tablett	1.0	731.0	2.8639173769578603	0.2686873562633991	0.18036825719619942
pIPL	0.5	1	1	1	Geraeusch	Kontrabass	1.0	865.0	2.9370161074648142	0.1803523162379861	0.0516904250010613
pIPL	0.5	1	1	-1	Geraeusch	Zange	1.0	964.0	2.984077033902831	0.28323930874466896	0.23573511018109627
pIPL	0.5	1	-1	1	Geraeusch	Specht	1.0	1217.0	3.085290578230065	0.2638515718281269	0.10435900451527103
pIPL	0.5	1	-1	1	Geraeusch	Wasserfall	1.0	982.0	2.9921114877869495	0.21328267641365528	0.06616213303083485
pIPL	0.5	1	1	1	Geraeusch	Gong	1.0	913.0	2.960470777534299	0.13053256087005138	0.07301878334812195
pIPL	0.5	1	-1	-1	Geraeusch	Gazelle	1.0	996.0	2.998259338423699	0.18082721531391144	0.1089205354024978
pIPL	0.5	1	1	-1	Geraeusch	Flyer	1.0	845.0	2.926856708949692	0.11356174852699041	0.04234990100230429
pIPL	0.5	1	-1	-1	Geraeusch	Biber	1.0	1223.0	3.0874264570362855	0.21019401028752327	0.10747828998422138
pIPL	0.5	1	1	-1	Geraeusch	Pinsel	1.0	825.0	2.916453948549925	0.2691928893327713	0.26184672365265027
pIPL	0.5	1	-1	-1	Geraeusch	Pfeiler	1.0	935.0	2.9708116108725178	0.23176779225468636	0.09939390789284619
pIPL	0.5	1	1	-1	Geraeusch	Maske	1.0	959.0	2.9818186071706636	0.29938316717743874	0.2329404025584636
pIPL	0.5	1	1	1	Geraeusch	Ukulele	1.0	847.0	2.9278834103307068	0.13537735305726528	0.08066087878316441
pIPL	0.5	1	1	1	Geraeusch	Mikrofon	1.0	878.0	2.9434945159061026	0.1419748030602932	0.07347859177637639
pIPL	0.5	1	1	1	Geraeusch	Bohrer	1.0	881.0	2.9449759084120477	0.22285909578204155	0.17154984111839378
pIPL	0.5	1	-1	-1	Geraeusch	Dach	1.0	940.0	2.9731278535996988	0.20839511416852474	0.08202422956357402
pIPL	0.5	1	1	-1	Geraeusch	Tandem	1.0	995.0	2.9978230807457256	0.0020040119998157024	0.06982707277271327
pIPL	0.5	1	-1	1	Geraeusch	Krähe	1.0	961.0	2.9827233876685453	0.25851750187575817	0.09877698190924356
pIPL	0.5	1	-1	-1	Geraeusch	Spinne	1.0	1039.0	3.016615547557177	0.30003656819462776	0.15688654520218992
pIPL	0.5	1	-1	1	Geraeusch	Geläut	1.0	846.0	2.9273703630390235	0.12476728251203895	0.07652115864141329
pIPL	0.5	1	-1	1	Geraeusch	Pavian	0.0	1002.0	3.0008677215312267	0.2110433541238308	0.057128238204296355
pIPL	0.5	1	-1	1	Geraeusch	Hornisse	0.0	1491.0	3.1734776434529945	0.2415538765490055	0.16300265086778942
pIPL	0.5	1	1	1	Geraeusch	Gewehr	1.0	784.0	2.8943160626844384	0.11912524909712374	0.09760920871410406
pIPL	0.5	1	-1	1	Geraeusch	Sirene	1.0	727.0	2.8615344108590377	0.24008087068796158	0.06736816515325117
pIPL	0.5	1	1	-1	Geraeusch	Zwiebel	1.0	732.0	2.864511081058392	0.8261841833591461	1.0
pIPL	0.5	1	1	1	Geraeusch	Keyboard	1.0	683.0	2.8344207036815328	0.07620173040777445	0.07264591809472976
pIPL	0.5	1	-1	1	Geraeusch	Turbine	1.0	694.0	2.841359470454855	0.16846776194870472	0.11388675018352679
pIPL	0.5	1	-1	-1	Geraeusch	Käfer	1.0	947.0	2.9763499790032735	0.20583929400891066	0.12152083044520606
pIPL	0.5	1	1	-1	Geraeusch	Pullover	1.0	723.0	2.859138297294531	0.2795766592025757	0.14898034560707374
pIPL	0.5	1	1	-1	Geraeusch	Kamm	1.0	835.0	2.921686475483602	0.21430138871073723	0.16249142880455414
pIPL	0.5	1	-1	1	Geraeusch	Henne	1.0	1023.0	3.00987563371216	0.2657271735370159	0.11040520302394907
pIPL	0.5	1	-1	-1	Geraeusch	Mast	1.0	834.0	2.921166050637739	0.22156307846307755	0.12126199264635629
pIPL	0.5	1	1	-1	Geraeusch	Schraube	1.0	824.0	2.9159272116971158	0.23359277471899986	0.15369233182414044
pIPL	0.5	1	1	1	Geraeusch	Kanone	1.0	723.0	2.859138297294531	0.21126586943864822	0.12206863831974546
pIPL	0.5	1	1	1	Geraeusch	Häcksler	1.0	1124.0	3.0507663112330423	0.1851551216095686	0.18825085453168622
pIPL	0.5	1	1	-1	Geraeusch	Löffel	1.0	727.0	2.8615344108590377	0.3427404873073101	0.5985797204561354
pIPL	0.5	1	1	1	Geraeusch	Xylophon	1.0	863.0	2.9360107957152097	0.12089759111404419	0.05433345199620854
pIPL	0.5	1	-1	1	Geraeusch	Bach	1.0	1312.0	3.1179338350396413	0.104628199711442	0.06506052927229966
pIPL	0.5	1	1	-1	Geraeusch	Kleber	1.0	793.0	2.8992731873176036	0.17835789173841476	0.239653673984624
pIPL	0.5	1	-1	1	Geraeusch	Spatz	1.0	749.0	2.8744818176994666	0.2786353826522827	0.1002531268186938
pIPL	0.5	1	1	-1	Geraeusch	Perücke	1.0	710.0	2.8512583487190755	0.2317298036068678	0.14376689335520298
pIPL	0.5	1	-1	-1	Geraeusch	Plakette	1.0	881.0	2.9449759084120477	0.2122722901403904	0.07949731788714154
pIPL	0.5	1	1	-1	Geraeusch	Kuchen	1.0	811.0	2.909020854211156	0.2773931249976158	0.29704816731933636
pIPL	0.5	1	-1	-1	Geraeusch	Salamander	1.0	891.0	2.949877704036875	0.28176092356443405	0.10382664580303191
pIPL	0.5	1	1	-1	Geraeusch	Krawatte	1.0	737.0	2.8674674878590514	0.29765502363443375	0.11993949695932882
pIPL	0.5	1	-1	-1	Geraeusch	Margerite	1.0	684.0	2.835056101720116	0.22334451973438263	0.1737198624494718
pIPL	0.5	1	-1	1	Geraeusch	Ente	1.0	1161.0	3.064832219738574	0.30954279005527496	0.30019704013848547
pIPL	0.5	1	1	1	Geraeusch	Baby	1.0	740.0	2.8692317197309762	0.18655060231685638	0.10964113254041674
pIPL	0.5	1	-1	-1	Geraeusch	Floh	1.0	802.0	2.9041743682841634	0.1672307588160038	0.06892446840777255
pIPL	0.5	1	1	1	Geraeusch	Cembalo	1.0	770.0	2.886490725172482	0.08935405034571886	0.06742647592719786
pIPL	0.5	1	-1	1	Geraeusch	Amsel	1.0	1748.0	3.2425414282983844	0.306169118732214	0.15098940134789307
pIPL	0.5	1	-1	1	Geraeusch	Ferkel	1.0	2131.0	3.328583449714202	0.3014225624501705	0.1432762673517629
pIPL	0.5	1	-1	-1	Geraeusch	Abbildung	1.0	772.0	2.887617300335736	0.16674062982201576	0.1234772795280078
pIPL	0.5	1	1	1	Geraeusch	Posaune	1.0	807.0	2.90687353472207	0.17924160324037075	0.07581152929582502
pIPL	0.5	1	1	1	Geraeusch	Fön	1.0	877.0	2.9429995933660407	0.19189808890223503	0.10523231341923167
pIPL	0.5	1	-1	1	Geraeusch	Propeller	1.0	905.0	2.9566485792052033	0.16256091184914112	0.13991933308205806
pIPL	0.5	1	-1	-1	Geraeusch	Giraffe	1.0	957.0	2.9809119377768436	0.23825205117464066	0.11948765513760262
sham	-0.5	1	-1	1	Geraeusch	Taube	1.0	1431.0	3.1556396337597765	0.21487439423799515	0.09560456915235505
sham	-0.5	1	1	-1	Geraeusch	Banane	1.0	789.0	2.89707700320942	0.3830353766679764	0.46319432803269844
sham	-0.5	1	1	1	Geraeusch	Fagott	1.0	643.0	2.808210972924222	0.1682279296219349	0.06596449092115464
sham	-0.5	1	-1	-1	Geraeusch	Palme	1.0	873.0	2.9410142437055695	0.2985937297344208	0.17188612683805538
sham	-0.5	1	1	1	Geraeusch	Klavier	1.0	684.0	2.835056101720116	0.11705507105216384	0.04108181518918064
sham	-0.5	1	-1	-1	Geraeusch	Marder	1.0	1230.0	3.089905111439398	0.24990611895918846	0.14557824317361445
sham	-0.5	1	-1	1	Geraeusch	Schimpanse	1.0	1332.0	3.1245042248342823	0.14613282307982445	0.09936342443261281
sham	-0.5	1	-1	-1	Geraeusch	Eiche	1.0	684.0	2.835056101720116	0.23499976471066475	0.19318772829115216
sham	-0.5	1	1	-1	Geraeusch	Angel	1.0	721.0	2.857935264719429	0.13704723306000233	0.06433309933774833
sham	-0.5	1	1	-1	Geraeusch	Pille	1.0	977.0	2.989894563718773	0.27078212797641754	0.10288196760116286
sham	-0.5	1	1	1	Geraeusch	Revolver	1.0	1643.0	3.215637563435062	0.11694657616317272	0.1041017482106038
sham	-0.5	1	1	1	Geraeusch	Handy	1.0	656.0	2.8169038393756605	0.150745352730155	0.0326732089828039
sham	-0.5	1	-1	1	Geraeusch	Rabe	1.0	1401.0	3.1464381352857744	0.22882772609591484	0.09260524063972564
sham	-0.5	1	-1	1	Geraeusch	Affe	1.0	1268.0	3.1031192535457137	0.23784591257572174	0.11510071652430509
sham	-0.5	1	-1	-1	Geraeusch	Rinne	1.0	720.0	2.8573324964312685	0.2115299180150032	0.16316836422207803
sham	-0.5	1	-1	1	Geraeusch	Bär	0.0	1378.0	3.139249217571607	0.1528414626372978	0.09147698987076164
sham	-0.5	1	1	-1	Geraeusch	Kapuze	1.0	953.0	2.979092900638326	0.2976352944970131	0.15563439571547977
sham	-0.5	1	1	-1	Geraeusch	Schal	1.0	971.0	2.9872192299080047	0.2732401639223099	0.14722765778813485
sham	-0.5	1	-1	1	Geraeusch	Küken	1.0	1116.0	3.04766419460156	0.26168932393193245	0.1410593657773601
sham	-0.5	1	1	1	Geraeusch	Knarre	1.0	839.0	2.9237619608287004	0.18169274367392063	0.09415165447038698
sham	-0.5	1	1	-1	Geraeusch	Hemd	1.0	744.0	2.8715729355458786	0.27548350393772125	0.13822641028700244
sham	-0.5	1	-1	-1	Geraeusch	Buche	1.0	787.0	2.8959747323590648	0.07184768933802843	0.05388220062881355
sham	-0.5	1	1	1	Geraeusch	Trommel	1.0	942.0	2.9740509027928774	0.23673396185040474	0.19361448326296782
sham	-0.5	1	-1	-1	Geraeusch	Skulptur	1.0	1022.0	3.009450895798694	0.21833325549960136	0.0817945861698669
sham	-0.5	1	-1	-1	Geraeusch	Schnecke	1.0	838.0	2.9232440186302764	0.36977437883615494	0.24306924237916383
sham	-0.5	1	1	1	Geraeusch	Böller	1.0	755.0	2.8779469516291885	0.23306480143219233	0.08496224834797461
sham	-0.5	1	-1	-1	Geraeusch	Efeu	1.0	802.0	2.9041743682841634	0.3071144111454487	0.24999780178196895
sham	-0.5	1	-1	-1	Geraeusch	Milbe	1.0	723.0	2.859138297294531	0.25796177983283997	0.17695718376369307
sham	-0.5	1	1	-1	Geraeusch	Paket	1.0	736.0	2.866877814337499	0.1835707612335682	0.055283490517191614
sham	-0.5	1	-1	1	Geraeusch	Gorilla	1.0	1140.0	3.0569048513364727	0.19507123157382011	0.10610238639560388
sham	-0.5	1	1	-1	Geraeusch	Bumerang	1.0	1397.0	3.1451964061141817	0.127064467407763	0.09001107668371389
sham	-0.5	1	1	-1	Geraeusch	Krücke	1.0	919.0	2.9633155113861114	0.1878700302913785	0.09901076913609963
sham	-0.5	1	1	1	Geraeusch	Tröte	1.0	806.0	2.906335041805091	0.16464511724188924	0.09259759958255886
sham	-0.5	1	-1	1	Geraeusch	Triebwerk	1.0	988.0	2.9947569445876283	0.08056519855745137	0.11243046064406292
sham	-0.5	1	1	1	Geraeusch	Geige	1.0	783.0	2.8937617620579434	0.1951991692185402	0.07428656184556792
sham	-0.5	1	-1	-1	Geraeusch	Denkmal	1.0	686.0	2.8363241157067516	0.11356506031006575	0.054823099056261926
sham	-0.5	1	1	1	Geraeusch	Bongo	1.0	792.0	2.8987251815894934	0.11532139591872692	0.05617606268245645
sham	-0.5	1	-1	-1	Geraeusch	Dachs	1.0	890.0	2.949390006644913	0.2815195694565773	0.12588733330954804
sham	-0.5	1	1	1	Geraeusch	Dusche	1.0	1100.0	3.041392685158225	0.25699036195874214	0.07961138460863737
sham	-0.5	1	-1	-1	Geraeusch	Antilope	1.0	697.0	2.8432327780980096	0.2003636658191681	0.1145793893299677
sham	-0.5	1	1	-1	Geraeusch	Mikroskop	1.0	986.0	2.993876914941211	0.2516487091779709	0.1622483668419501
sham	-0.5	1	1	-1	Geraeusch	Scheck	1.0	754.0	2.877371345869774	0.10084839374758303	0.032092374407111546
sham	-0.5	1	-1	-1	Geraeusch	Logo	1.0	911.0	2.9595183769729982	0.1349429152905941	0.09069064773146052
sham	-0.5	1	-1	1	Geraeusch	Hummel	1.0	1079.0	3.0330214446829107	0.20039476454257965	0.12541719596863277
sham	-0.5	1	-1	1	Geraeusch	Möwe	1.0	1052.0	3.02201573981772	0.15730357356369495	0.11339969772952219
sham	-0.5	1	1	-1	Geraeusch	Pinzette	1.0	879.0	2.9439888750737717	0.33245228230953217	0.25635713565744855
sham	-0.5	1	1	1	Geraeusch	Saxophon	1.0	789.0	2.89707700320942	0.11228780075907707	0.07171506501716196
sham	-0.5	1	-1	1	Geraeusch	Vulkan	0.0	1312.0	3.1179338350396413	0.22057298943400383	0.05687225039773336
sham	-0.5	1	-1	1	Geraeusch	Grille	1.0	878.0	2.9434945159061026	0.2619832083582878	0.14215569452092436
sham	-0.5	1	-1	1	Geraeusch	Gebläse	1.0	709.0	2.8506462351830666	0.20937863830477	0.16594562130254786
sham	-0.5	1	1	1	Geraeusch	Rakete	1.0	771.0	2.8870543780509568	0.21086596325039864	0.09651346999547539
sham	-0.5	1	1	-1	Geraeusch	Marionette	1.0	818.0	2.912753303671323	0.20489121973514557	0.08207634649277185
sham	-0.5	1	-1	-1	Geraeusch	Fichte	1.0	732.0	2.864511081058392	0.23226487264037132	0.16418656571939294
sham	-0.5	1	1	-1	Geraeusch	Kuvert	1.0	674.0	2.82865989653532	0.201920997351408	0.10663044385566167
sham	-0.5	1	1	1	Geraeusch	Akkordeon	1.0	721.0	2.857935264719429	0.15776839293539524	0.08593252790752792
sham	-0.5	1	-1	1	Geraeusch	Brandung	1.0	901.0	2.954724790979063	0.17239838652312756	0.09019290026405224
sham	-0.5	1	-1	1	Geraeusch	Kuckuck	1.0	958.0	2.9813655090785445	0.16333062946796417	0.12421759309481784
sham	-0.5	1	-1	-1	Geraeusch	Oktopus	1.0	929.0	2.968015713993642	0.30038145184516907	0.24680892657650533
sham	-0.5	1	1	1	Geraeusch	Auto	1.0	710.0	2.8512583487190755	0.18703975342214108	0.034912554466992374
sham	-0.5	1	1	-1	Geraeusch	Spaten	1.0	864.0	2.936513742478893	0.25964680686593056	0.24413080335076853
sham	-0.5	1	-1	-1	Geraeusch	Pfosten	1.0	1034.0	3.0145205387579237	0.22394496574997902	0.12716330409623455
sham	-0.5	1	1	1	Geraeusch	Granate	1.0	864.0	2.936513742478893	0.221207607537508	0.11468511520110913
sham	-0.5	1	-1	-1	Geraeusch	Känguruh	1.0	1075.0	3.031408464251624	0.19054993148893118	0.08151359593809249
sham	-0.5	1	1	-1	Geraeusch	Karaffe	1.0	801.0	2.9036325160842376	0.29150525480508804	0.3106760000666584
sham	-0.5	1	-1	1	Geraeusch	Frosch	1.0	1313.0	3.118264726089479	0.269133772701025	0.14129898056441226
sham	-0.5	1	1	-1	Geraeusch	Atlas	1.0	771.0	2.8870543780509568	0.19455312006175518	0.08847831452304189
sham	-0.5	1	1	-1	Geraeusch	Lupe	1.0	694.0	2.841359470454855	0.16596697643399239	0.04643569501835543
sham	-0.5	1	1	1	Geraeusch	Mofa	1.0	873.0	2.9410142437055695	0.10730541963130236	0.06586894332703064
sham	-0.5	1	-1	1	Geraeusch	Ziege	1.0	742.0	2.870403905279027	0.36479683220386505	0.1546062606363371
sham	-0.5	1	1	-1	Geraeusch	Himbeere	1.0	707.0	2.8494194137968996	0.36202322691679	0.29415408672012455
sham	-0.5	1	1	-1	Geraeusch	Mango	1.0	753.0	2.8767949762007006	0.305082518607378	0.43552922474537614
sham	-0.5	1	-1	1	Geraeusch	Fluss	0.0	1762.0	3.246005904076029	0.11157234630081803	0.08140839062027605
sham	-0.5	1	1	-1	Geraeusch	Gürtel	1.0	846.0	2.9273703630390235	0.23315448313951492	0.13029154591159497
sham	-0.5	1	-1	-1	Geraeusch	Portrait	1.0	820.0	2.9138138523837167	0.1347370743751526	0.06263443064926166
sham	-0.5	1	-1	-1	Geraeusch	Rochen	1.0	788.0	2.8965262174895554	0.215910866856575	0.14873344863637006
sham	-0.5	1	-1	1	Geraeusch	Rotkehlchen	0.0	1347.0	3.1293675957229854	0.21702387183904648	0.1251175801240898
sham	-0.5	1	1	1	Geraeusch	Pistole	1.0	672.0	2.8273692730538253	0.1676795370876789	0.08587610422140635
sham	-0.5	1	1	1	Geraeusch	Geschütz	1.0	675.0	2.829303772831025	0.12564103491604328	0.12047611472620323
sham	-0.5	1	-1	1	Geraeusch	Rotor	1.0	736.0	2.866877814337499	0.21434737369418144	0.14639238868723525
sham	-0.5	1	-1	-1	Geraeusch	Moos	1.0	658.0	2.8182258936139557	0.2921600081026554	0.27324010735771564
sham	-0.5	1	-1	-1	Geraeusch	Eidechse	1.0	819.0	2.9132839017604186	0.31273071840405464	0.1426779388281757
sham	-0.5	1	1	-1	Geraeusch	Kartoffel	1.0	681.0	2.833147111912785	0.5351116582751274	0.5583046390008967
sham	-0.5	1	1	1	Geraeusch	Tuba	1.0	883.0	2.9459607035775686	0.14274169690907001	0.07624825197976792
sham	-0.5	1	1	1	Geraeusch	Triangel	1.0	750.0	2.8750612633917	0.16988270916044712	0.10028398938561034
sham	-0.5	1	-1	1	Geraeusch	Papagei	1.0	762.0	2.8819549713396007	0.22192232310771942	0.11317939968461987
sham	-0.5	1	-1	1	Geraeusch	Elch	0.0	728.0	2.862131379313037	0.2354499250650406	0.09732529317368732
sham	-0.5	1	1	-1	Geraeusch	Kommode	1.0	840.0	2.9242792860618816	0.17186840809881687	0.11127493740271854
sham	-0.5	1	-1	-1	Geraeusch	Fundament	1.0	781.0	2.8926510338773004	0.17832465283572674	0.0884765869541313
sham	-0.5	1	-1	-1	Geraeusch	Chamäleon	1.0	1055.0	3.0232524596337114	0.16358448844403028	0.10482009901434408
sham	-0.5	1	-1	1	Geraeusch	Lautsprecher	1.0	778.0	2.890979596989689	0.16965544037520885	0.0666884228475687
sham	-0.5	1	-1	1	Geraeusch	Uhu	1.0	990.0	2.99563519459755	0.11385896103456616	0.156547577936193
sham	-0.5	1	1	1	Geraeusch	Säugling	1.0	747.0	2.873320601815399	0.2274540215730667	0.13308773702845267
sham	-0.5	1	1	-1	Geraeusch	Spritze	1.0	880.0	2.9444826721501687	0.27826737239956856	0.21185914138936424
sham	-0.5	1	1	1	Geraeusch	Mixer	1.0	1158.0	3.0637085593914173	0.24058399349451065	0.5614899517776861
sham	-0.5	1	-1	-1	Geraeusch	Säule	1.0	854.0	2.931457870689005	0.27190878987312317	0.08321171365782176
sham	-0.5	1	1	-1	Geraeusch	Skizze	1.0	957.0	2.9809119377768436	0.17015132866799831	0.09155146100962575
sham	-0.5	1	1	1	Geraeusch	Klarinette	1.0	828.0	2.9180303367848803	0.18977229297161102	0.07587590865664784
sham	-0.5	1	1	1	Geraeusch	Säge	1.0	909.0	2.9585638832219674	0.2153131626546383	0.184738810376335
sham	-0.5	1	-1	-1	Geraeusch	Ahorn	1.0	973.0	2.988112840268352	0.20631979033350945	0.18486502556742146
sham	-0.5	1	1	-1	Geraeusch	Dolch	1.0	1002.0	3.0008677215312267	0.22993289306759834	0.12494892784160794
sham	-0.5	1	1	1	Geraeusch	Dynamit	1.0	1003.0	3.0013009330204183	0.17738353461027145	0.12589690125724928
sham	-0.5	1	-1	1	Geraeusch	Löwe	1.0	1009.0	3.0038911662369103	0.18110909638926387	0.08194008513947021
sham	-0.5	1	-1	1	Geraeusch	Auspuff	1.0	819.0	2.9132839017604186	0.20146265253424644	0.11994568425885854
sham	-0.5	1	-1	-1	Geraeusch	Otter	1.0	806.0	2.906335041805091	0.21597435884177685	0.11270219194511777
pIPL	0.5	2	1	1	Geraeusch	Dynamit	1.0	729.0	2.8627275283179747	0.17738353461027145	0.12589690125724928
pIPL	0.5	2	-1	-1	Geraeusch	Dachs	1.0	726.0	2.8609366207000937	0.2815195694565773	0.12588733330954804
pIPL	0.5	2	-1	-1	Geraeusch	Moos	1.0	712.0	2.8524799936368566	0.2921600081026554	0.27324010735771564
pIPL	0.5	2	-1	1	Geraeusch	Möwe	1.0	1474.0	3.1684974835230326	0.15730357356369495	0.11339969772952219
pIPL	0.5	2	-1	1	Geraeusch	Rotkehlchen	1.0	658.0	2.8182258936139557	0.21702387183904648	0.1251175801240898
pIPL	0.5	2	1	-1	Geraeusch	Bumerang	1.0	824.0	2.9159272116971158	0.127064467407763	0.09001107668371389
pIPL	0.5	2	1	-1	Geraeusch	Dolch	1.0	1033.0	3.0141003215196207	0.22993289306759834	0.12494892784160794
pIPL	0.5	2	-1	1	Geraeusch	Brandung	1.0	1400.0	3.146128035678238	0.17239838652312756	0.09019290026405224
pIPL	0.5	2	1	1	Geraeusch	Revolver	1.0	767.0	2.884795363948981	0.11694657616317272	0.1041017482106038
pIPL	0.5	2	-1	-1	Geraeusch	Rinne	1.0	657.0	2.8175653695597807	0.2115299180150032	0.16316836422207803
pIPL	0.5	2	1	1	Geraeusch	Granate	1.0	629.0	2.798650645445269	0.221207607537508	0.11468511520110913
pIPL	0.5	2	-1	1	Geraeusch	Triebwerk	1.0	693.0	2.8407332346118066	0.08056519855745137	0.11243046064406292
pIPL	0.5	2	1	1	Geraeusch	Klarinette	1.0	816.0	2.9116901587538613	0.18977229297161102	0.07587590865664784
pIPL	0.5	2	-1	1	Geraeusch	Auspuff	1.0	865.0	2.9370161074648142	0.20146265253424644	0.11994568425885854
