condition	dummy_condition	timing	dummy_timing	subject	noun	adj	rt	log_rt	accuracy	original_similarity	fasttext_cos_similarity	ppmi_cos_similarity
cedx	0.5	adj	0.5	37	inverno	lungo	308.08043	2.488664111777025	1	0.86466	0.2586267814040184	nan
cedx	0.5	adj	0.5	37	investigatore	pubblico	300.92952	2.478464792406984	0	0.7356400000000001	0.27939198911190033	0.2659528840015024
cedx	0.5	adj	0.5	37	lago	maggiore	615.03913	2.7889027473241508	1	0.922953	0.2991532161831856	0.05041958335152308
cz	-0.5	adj	0.5	37	latte	diviso	440.77739	2.6442193089606114	1	0.939622	0.09467680845409632	0.07064811590287634
cz	-0.5	adj	0.5	37	latte	materno	274.29115	2.438211795325384	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cedx	0.5	adj	0.5	37	latte	paterno	323.62737	2.5100452438960863	1	0.969623	0.20753974840044975	0.08513625110545309
cz	-0.5	adj	0.5	37	letto	caldo	356.17641	2.551665152224108	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	adj	0.5	37	letto	temperato	1005.38183	3.002331032073633	0	0.9636709999999999	0.09505188185721636	0.1715323009114902
cz	-0.5	adj	0.5	37	limone	blu	454.47606	2.657511011246152	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	adj	0.5	37	limone	giallo	217.32664	2.3371129656020027	1	0.723707	0.347186379134655	0.21184497231416222
cz	-0.5	adj	0.5	37	limone	rosso	528.62452	2.723147303808405	1	0.698731	0.32045847550034523	0.26052838909200937
cedx	0.5	adj	0.5	37	mela	gialla	404.63292	2.60706121306836	0	0.7481519999999999	0.3081381544470787	0.32501525244363405
cedx	0.5	adj	0.5	37	mela	nera	618.92182	2.7916357939523877	0	0.885539	0.269665140658617	0.15359974909366714
cedx	0.5	adj	0.5	37	mela	rossa	199.95118	2.3009239714401657	1	0.804145	0.3494937941431999	0.2497925885439951
cedx	0.5	adj	0.5	37	melanzana	gialla	550.5815	2.74082161464377	1	0.647314	0.3486209660768509	0.26487736197637646
cedx	0.5	adj	0.5	37	melanzana	viola	299.61671	2.4765660308512647	1	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	adj	0.5	37	notte	opaca	311.44622	2.4933830642417742	0	0.932573	0.20476436242461205	0.06664396393034588
cedx	0.5	adj	0.5	37	notte	superficiale	318.8225	2.5035489629155183	1	1.01228	0.12752355076372623	0.06660391439035507
cz	-0.5	adj	0.5	37	oca	bianca	301.15748	2.478793654431327	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	adj	0.5	37	orso	affamato	501.96107	2.700670036388476	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cz	-0.5	adj	0.5	37	orso	polare	473.03519	2.6748934499436143	1	0.737036	0.38528771698474884	0.29274108258772336
cz	-0.5	adj	0.5	37	orso	sazio	636.83415	2.8040263442379234	1	0.894186	0.21320319920778275	0.24069987547073035
cz	-0.5	adj	0.5	37	orso	tropicale	483.67963	2.6845577976119843	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	adj	0.5	37	pecora	nera	310.99099	2.4927478068726097	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cz	-0.5	adj	0.5	37	pelle	sensibile	397.68728	2.5995417003293175	1	0.764155	0.2917226254940033	0.40765116930379564
cz	-0.5	adj	0.5	37	peperone	cremisi	459.62231	2.662401101118801	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	adj	0.5	37	peperone	giallo	253.33394	2.40369337758088	1	0.592244	0.35326652228832245	0.2943692554608246
cedx	0.5	adj	0.5	37	peperone	ocra	455.79236	2.6587670412531987	0	0.69827	0.20762163400650024	0.19317066129976257
cedx	0.5	adj	0.5	37	peperone	rosso	238.59701	2.3776649969678636	1	0.588954	0.3921602591872215	0.37075455903055266
cedx	0.5	adj	0.5	37	pera	corta	369.86684	2.568045396872132	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	adj	0.5	37	persona	aperta	326.45476	2.513823005385459	1	0.983742	0.19385155104100704	0.13445630771407924
cz	-0.5	adj	0.5	37	pianeta	blu	365.44421	2.5628210854292677	0	0.891621	0.2689633257687092	0.12605795786848062
cedx	0.5	adj	0.5	37	pianeta	rosso	510.42793	2.7079344304329496	1	0.866105	0.3122847005724907	0.1364631502055058
cedx	0.5	adj	0.5	37	piccione	verde	408.13462	2.610803435344852	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	adj	0.5	37	poltrona	piena	683.45502	2.834709937764715	1	0.972675	0.13411768525838852	0.14346737638531848
cedx	0.5	adj	0.5	37	poltrona	vuota	698.91921	2.844426977349406	1	0.765161	0.28215455636382103	0.24960600643698438
cz	-0.5	adj	0.5	37	pomodoro	fresco	289.044	2.460963958682812	1	0.634823	0.2939916253089905	0.6864097093111344
cedx	0.5	adj	0.5	37	pomodoro	rancido	436.44283	2.6399273631810622	1	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	adj	0.5	37	principe	azzurro	259.31815	2.4138329146443573	1	0.705777	0.3843027651309967	0.2562989518509684
cedx	0.5	adj	0.5	37	quercia	stretta	310.47361	2.4920246914096915	0	0.967057	0.2183153536170721	0.14881720362234174
cedx	0.5	adj	0.5	37	romanzo	giallo	428.78795	2.632242572109061	1	0.601623	0.393206350505352	0.23470357910746908
cz	-0.5	adj	0.5	37	sale	grosso	447.50932	2.6508020845288525	0	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	adj	0.5	37	sale	sottile	574.73499	2.7594676378877354	1	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	adj	0.5	37	scatola	fatata	412.43245	2.615352828050648	1	0.801715	0.28965921327471733	0.14014818359736503
cedx	0.5	adj	0.5	37	scatola	magica	354.68265	2.5498399446220614	0	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	adj	0.5	37	scuola	materna	257.36337	2.410546734724896	1	0.340997	0.4596046954393387	0.49612169432626696
cz	-0.5	adj	0.5	37	scuola	paterna	533.26254	2.726941076946162	1	0.718461	0.2697770893573761	0.20595144163406864
cz	-0.5	adj	0.5	37	sedia	analogica	584.08771	2.7664780681891274	1	1.00834	0.14173067919909954	0.11793135131114751
cedx	0.5	adj	0.5	37	sedia	elettrica	496.94333	2.696306865852956	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cz	-0.5	adj	0.5	37	segretaria	privata	481.38423	2.6824918588177793	1	0.893648	0.28836536034941673	0.29028630729706917
cz	-0.5	adj	0.5	37	soldato	complesso	422.55063	2.6258787535513815	1	0.949142	0.1440982837229967	0.12048866132042557
cedx	0.5	adj	0.5	37	soldato	semplice	300.92805	2.478462670932003	1	0.911369	0.23032625392079353	0.083931854577324
cz	-0.5	adj	0.5	37	sole	caldo	290.77425	2.4635559442156705	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cz	-0.5	adj	0.5	37	sole	freddo	472.43477	2.6743418530893304	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	adj	0.5	37	sorriso	depresso	415.5848	2.618659654869634	1	0.843623	0.21840600669384003	0.3196274973343728
cz	-0.5	adj	0.5	37	sorriso	diabolico	566.32016	2.753062022020164	1	0.8368990000000001	0.26938479766249657	0.31966077594230313
cedx	0.5	adj	0.5	37	sorriso	divertito	441.36049	2.6447934531052435	1	0.61827	0.2512144409120083	0.5034819032916004
cedx	0.5	adj	0.5	37	specchio	muto	288.255	2.459776849196837	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	adj	0.5	37	stazione	centrale	316.12537	2.4998593506604543	0	0.6878960000000001	0.47584428638219833	0.4190549741534553
cedx	0.5	adj	0.5	37	stazione	laterale	621.35718	2.7933413211261064	1	0.80093	0.19759603776037693	0.1786901936369374
cz	-0.5	adj	0.5	37	stella	rossa	356.65909	2.5522532971539347	0	0.667088	0.4219701364636421	0.28321203348290314
cz	-0.5	adj	0.5	37	stella	verde	639.88943	2.806104936344138	0	0.913502	0.21525014378130436	0.15076214055860426
cz	-0.5	adj	0.5	37	torre	medievale	345.75365	2.538766773500052	1	0.754339	0.30627209693193436	0.690151873167059
cedx	0.5	adj	0.5	37	torre	moderna	403.79315	2.6061589472415125	1	0.892562	0.24112088605761528	0.2632337770453206
cedx	0.5	adj	0.5	37	uniforme	militare	520.0112	2.71601269756906	0	0.767898	0.33674194663763046	0.1261977831598784
cedx	0.5	adj	0.5	37	uova	fresche	527.77155	2.7224459754804196	1	0.677354	0.36153218895196915	0.5662431419974366
cz	-0.5	adj	0.5	37	uova	stantie	409.59766	2.612357466883813	1	0.864464	0.18767932429909706	0.07462379246241002
cedx	0.5	adj	0.5	37	uva	bianca	607.98167	2.7838904859538958	0	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	adj	0.5	37	uva	marrone	391.47392	2.5927028346510195	1	0.83509	0.2657885439693928	0.21139487299283877
cz	-0.5	adj	0.5	37	vedova	bianca	453.42781	2.656508153106673	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cz	-0.5	adj	0.5	37	vedova	nera	396.66543	2.5984243526938435	0	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	adj	0.5	37	zucchero	amaro	758.31509	2.8798496982634005	0	0.6750849999999999	0.2773638404905796	0.543150190546855
cz	-0.5	adj	0.5	37	zucchero	dolce	608.62526	2.7843499730812313	1	0.654304	0.3296000249683857	0.5192597140243527
cz	-0.5	adj	0.5	38	albicocca	secca	630.64251	2.799783242079787	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cedx	0.5	adj	0.5	38	albicocca	viola	461.89544	2.664543674754421	1	0.527671	0.27259038016200066	0.25158054207035807
cedx	0.5	adj	0.5	38	alghe	fossili	522.97631	2.7184820164594394	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cz	-0.5	adj	0.5	38	alghe	marine	522.59128	2.718162158779218	1	0.608399	0.43535394966602325	0.3707736081900823
cedx	0.5	adj	0.5	38	animale	adolescente	769.8255	2.8863922927365775	1	0.864467	0.2568953037261963	0.21905588976032409
cedx	0.5	adj	0.5	38	animale	adulto	1522.28216	3.1824951578049	1	0.618753	0.35911018401384354	0.3782989163009496
cz	-0.5	adj	0.5	38	arancia	salata	584.21035	2.7665692467629515	1	0.876378	0.2513730265200138	0.5511826410125044
cz	-0.5	adj	0.5	38	arma	bianca	710.37862	2.851489882168421	0	0.936895	0.217402171343565	0.1389418355429879
cedx	0.5	adj	0.5	38	arma	nera	520.55136	2.716463585458811	1	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	adj	0.5	38	arma	perdente	608.87466	2.784527900066724	1	0.8775310000000001	0.16335944272577763	0.3057813473924631
cedx	0.5	adj	0.5	38	arma	vincente	893.78364	2.951232400981367	0	0.819511	0.2295991200953722	0.22965833666970703
cedx	0.5	adj	0.5	38	automobile	agonistica	641.4999	2.807196593011101	1	0.826823	0.18082776479423046	0.15957695604971267
cz	-0.5	adj	0.5	38	automobile	sportiva	418.84255	2.6220507950018512	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	adj	0.5	38	avvocato	attaccante	977.01838	2.9899027338902098	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cedx	0.5	adj	0.5	38	avvocato	difensore	500.61314	2.699502244702085	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cz	-0.5	adj	0.5	38	bacio	distaccato	680.23464	2.8326587440004087	1	0.983259	0.015279696875950322	0.20812165541724936
cz	-0.5	adj	0.5	38	bacio	passionale	475.87766	2.677495317392885	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cedx	0.5	adj	0.5	38	banana	rosa	465.87597	2.6682703100070455	1	0.814661	0.2685186266899109	0.1976145457234456
cz	-0.5	adj	0.5	38	bandiera	bianca	451.36672	2.6545295346859654	1	0.684732	0.34679391607642174	0.2994256726005339
cz	-0.5	adj	0.5	38	barba	lunga	495.33628	2.6949001382525393	1	0.811596	0.32244958728551865	0.17894658446826317
cz	-0.5	adj	0.5	38	bistecca	bassa	606.97945	2.783173987775949	1	0.940405	0.17622598446905613	0.12579820621847682
cedx	0.5	adj	0.5	38	bottiglia	ocra	645.91212	2.810173433791851	1	0.853205	0.18193227238953114	0.17446407079653292
cz	-0.5	adj	0.5	38	bottiglia	verde	579.87321	2.763333044913197	1	0.898686	0.22451960295438766	0.16464485738667733
cedx	0.5	adj	0.5	38	braccio	armato	578.95145	2.762642145970701	0	0.752888	0.31517235189676285	0.3926403379259267
cedx	0.5	adj	0.5	38	braccio	calmo	630.30043	2.799547603407645	1	0.822166	0.2126411646604538	0.28800195012107555
cz	-0.5	adj	0.5	38	braccio	inerme	542.83701	2.734669449692997	1	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	adj	0.5	38	brezza	diurna	520.0691	2.7160610508558745	1	0.68754	0.2646711394190788	0.24727994830815958
cedx	0.5	adj	0.5	38	brezza	notturna	898.62699	2.9535794583612103	0	0.814256	0.21930839866399765	0.3751581155136803
cz	-0.5	adj	0.5	38	cane	fedele	480.43187	2.6816318091098235	0	0.878063	0.2750668078660965	0.213522750960907
cedx	0.5	adj	0.5	38	cane	infido	547.90721	2.738707015423963	1	0.793918	0.226072046905756	0.24787474751334027
cz	-0.5	adj	0.5	38	carota	grassa	570.65577	2.756374212851519	1	0.821836	0.27130618318915367	0.31121793647628904
cz	-0.5	adj	0.5	38	casco	beige	726.29748	2.861114537312995	1	0.7846	0.15871575754135847	0.22118333002449186
cz	-0.5	adj	0.5	38	cavallo	pazzo	382.78413	2.5829539238898107	1	0.719265	0.3995155096054077	0.37472091554293097
cz	-0.5	adj	0.5	38	cavallo	razionale	460.10925	2.6628609643745036	1	0.903464	0.10613321885466576	0.13797198586870918
cedx	0.5	adj	0.5	38	caverna	buia	707.19917	2.8495417422982414	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cedx	0.5	adj	0.5	38	cenere	gialla	438.38994	2.6418605795716217	1	0.822435	0.20430271700024605	0.2017596762549141
cz	-0.5	adj	0.5	38	cuore	affollato	425.83618	2.6292425573062492	1	0.94702	0.20840153470635414	0.23276731213036184
cz	-0.5	adj	0.5	38	cuore	aperto	943.32157	2.974659765134018	1	0.867681	0.282264307141304	0.19281328460894742
cedx	0.5	adj	0.5	38	cuore	logico	533.255	2.726934936249416	1	0.949962	0.14183794520795345	0.12292968740297217
cedx	0.5	adj	0.5	38	cuore	matto	703.20641	2.8470828208469174	0	0.952782	0.30408861115574837	0.28624269838854155
cedx	0.5	adj	0.5	38	cuore	solitario	1475.68252	3.1689929329322393	1	0.851199	0.3012188971042633	0.3417039188547859
cedx	0.5	adj	0.5	38	denaro	difficile	528.74332	2.7232448936588156	1	0.953732	0.14086881466209888	0.20681659682695008
cz	-0.5	adj	0.5	38	denaro	facile	483.94133	2.6847927137069916	0	0.863129	0.19752413779497147	0.21270327951709544
cedx	0.5	adj	0.5	38	denaro	sporco	774.12192	2.8888093650929836	0	0.642911	0.34373852610588074	0.22006035056974338
cz	-0.5	adj	0.5	38	elefante	africano	505.52361	2.703741443711925	1	0.617944	0.3814227879047394	0.2909769394802192
cz	-0.5	adj	0.5	38	elefante	europeo	516.47612	2.713050246103496	1	0.878978	0.19611775875091553	0.09412376593253446
cedx	0.5	adj	0.5	38	erba	rossa	463.36685	2.66592496044867	1	0.841343	0.3038061186671257	0.2310238120523711
cedx	0.5	adj	0.5	38	erba	secca	583.78355	2.766251853165046	1	0.809669	0.260718934237957	0.4255355136634783
cedx	0.5	adj	0.5	38	famiglia	semplice	1288.18216	3.1099772803289696	1	1.05081	0.19875510595738888	0.06711052002181772
cedx	0.5	adj	0.5	38	ferita	aperta	555.77867	2.744901875152658	1	0.798561	0.3014269657433033	0.09350044125435764
cz	-0.5	adj	0.5	38	ferita	otturata	740.22034	2.86936101459913	1	0.6919390000000001	0.2601533830165863	nan
cedx	0.5	adj	0.5	38	ferro	caldo	521.26122	2.717055416148037	1	0.750679	0.3137762248516083	0.21387825280103612
cedx	0.5	adj	0.5	38	fiamma	pigra	515.69857	2.7123959271368485	1	0.954586	0.153572091832757	0.0972954642132624
cedx	0.5	adj	0.5	38	fiamma	viva	546.75748	2.737794733182932	1	0.783726	0.2946101501584053	0.15318389485285966
cz	-0.5	adj	0.5	38	folla	rinsavita	442.82402	2.646231170179871	1	0.839333	0.1687691118568182	nan
cz	-0.5	adj	0.5	38	formaggio	fiacco	820.48012	2.9140680626847897	1	0.923882	0.1605277005583048	0.0771850518038486
cz	-0.5	adj	0.5	38	formaggio	fresco	814.82193	2.911062709024521	0	0.593484	0.3501848876476288	0.6851910988973652
cedx	0.5	adj	0.5	38	fragola	fresca	1212.16873	3.0835630764372213	0	0.717123	0.3194972313940525	0.5591392148376614
cz	-0.5	adj	0.5	38	fragola	rancida	493.04011	2.6928822516161524	1	0.663941	0.24179070070385933	0.11592745986740449
cedx	0.5	adj	0.5	38	fumo	nero	499.67496	2.698687586372139	1	0.812208	0.32503848895430565	0.13082850564040593
cz	-0.5	adj	0.5	38	fumo	pulito	886.15013	2.9475073055294527	1	0.841869	0.14533876813948154	0.1896509209092786
cz	-0.5	adj	0.5	38	gallina	giovane	736.02385	2.8668918873749627	1	0.826796	0.25562041252851486	0.20610276630521207
cedx	0.5	adj	0.5	38	gallina	vecchia	641.88822	2.8074594055394875	1	0.763306	0.3605252429842949	0.23222978274302708
cedx	0.5	adj	0.5	38	ghiaccio	snello	612.55879	2.7871477762158903	1	0.960087	0.15401805192232132	0.11262567934325318
cedx	0.5	adj	0.5	38	gufo	muto	736.59173	2.86722683855429	1	0.815701	0.21084700152277946	0.27745876036622286
cedx	0.5	adj	0.5	38	gufo	parlante	1016.27902	3.007012960123325	0	0.723986	0.3262294605374336	0.24708163792581495
cz	-0.5	adj	0.5	38	inverno	lento	940.94361	2.9735635972852283	1	0.871128	0.2219063676893711	0.1512704516624409
cedx	0.5	adj	0.5	38	inverno	lungo	845.55928	2.9271440602772363	1	0.86466	0.2586267814040184	nan
cedx	0.5	adj	0.5	38	investigatore	pubblico	948.0353	2.976824508550926	1	0.7356400000000001	0.27939198911190033	0.2659528840015024
cz	-0.5	adj	0.5	38	lago	maggiore	687.39288	2.837205029412022	1	0.922953	0.2991532161831856	0.05041958335152308
cedx	0.5	adj	0.5	38	latte	diviso	521.03431	2.7168663224416765	1	0.939622	0.09467680845409632	0.07064811590287634
cz	-0.5	adj	0.5	38	latte	materno	777.35327	2.8906184297977897	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cz	-0.5	adj	0.5	38	latte	paterno	542.20474	2.7341633099003984	1	0.969623	0.20753974840044975	0.08513625110545309
cz	-0.5	adj	0.5	38	letto	caldo	563.66284	2.751019404493942	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	adj	0.5	38	letto	temperato	503.58614	2.702073768686913	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cedx	0.5	adj	0.5	38	limone	blu	619.22151	2.791846034096109	1	0.737665	0.2863672748208046	0.061975429089768164
cz	-0.5	adj	0.5	38	limone	giallo	381.413	2.581395491363495	1	0.723707	0.347186379134655	0.21184497231416222
cedx	0.5	adj	0.5	38	limone	rosso	684.98783	2.8356828555642557	1	0.698731	0.32045847550034523	0.26052838909200937
cedx	0.5	adj	0.5	38	mela	gialla	944.57445	2.975236194073538	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cz	-0.5	adj	0.5	38	mela	nera	493.98576	2.6937144298091553	1	0.885539	0.269665140658617	0.15359974909366714
cedx	0.5	adj	0.5	38	mela	rossa	734.63373	2.8660708646798136	1	0.804145	0.3494937941431999	0.2497925885439951
cz	-0.5	adj	0.5	38	melanzana	gialla	366.91423	2.5645645552845293	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	adj	0.5	38	melanzana	viola	989.74388	2.995522825008282	1	0.788748	0.3707217052578926	0.21992735335061964
cz	-0.5	adj	0.5	38	notte	opaca	557.70636	2.7464055971491823	1	0.932573	0.20476436242461205	0.06664396393034588
cedx	0.5	adj	0.5	38	notte	superficiale	549.56608	2.740019919605653	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	adj	0.5	38	oca	bianca	466.30913	2.6686739187137727	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	adj	0.5	38	orso	affamato	563.10201	2.7505870775636168	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cedx	0.5	adj	0.5	38	orso	polare	582.74061	2.765475284238019	1	0.737036	0.38528771698474884	0.29274108258772336
cedx	0.5	adj	0.5	38	orso	sazio	992.677	2.996807959535604	1	0.894186	0.21320319920778275	0.24069987547073035
cz	-0.5	adj	0.5	38	orso	tropicale	890.85547	2.9498072509808733	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	adj	0.5	38	pecora	nera	543.98918	2.735590261622764	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cz	-0.5	adj	0.5	38	pelle	sensibile	556.07975	2.7451370802533352	1	0.764155	0.2917226254940033	0.40765116930379564
cz	-0.5	adj	0.5	38	peperone	cremisi	560.45657	2.7485419645846596	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	adj	0.5	38	peperone	giallo	615.39462	2.7891536951702536	1	0.592244	0.35326652228832245	0.2943692554608246
cz	-0.5	adj	0.5	38	peperone	ocra	701.11516	2.845789357830994	1	0.69827	0.20762163400650024	0.19317066129976257
cedx	0.5	adj	0.5	38	peperone	rosso	574.81146	2.7595254180654396	1	0.588954	0.3921602591872215	0.37075455903055266
cz	-0.5	adj	0.5	38	pera	corta	966.16693	2.9850521683561446	1	0.843301	0.1959917638450861	0.19289694662394996
cz	-0.5	adj	0.5	38	persona	aperta	714.86844	2.8542261242637714	1	0.983742	0.19385155104100704	0.13445630771407924
cedx	0.5	adj	0.5	38	pianeta	blu	621.00274	2.7930935163831103	1	0.891621	0.2689633257687092	0.12605795786848062
cz	-0.5	adj	0.5	38	pianeta	rosso	599.57425	2.7778429728702942	1	0.866105	0.3122847005724907	0.1364631502055058
cedx	0.5	adj	0.5	38	piccione	verde	386.30748	2.586933117389641	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	adj	0.5	38	poltrona	piena	608.78834	2.784466325887759	1	0.972675	0.13411768525838852	0.14346737638531848
cz	-0.5	adj	0.5	38	poltrona	vuota	598.56406	2.7771106366400438	0	0.765161	0.28215455636382103	0.24960600643698438
cedx	0.5	adj	0.5	38	pomodoro	fresco	518.19673	2.7144946681105613	1	0.634823	0.2939916253089905	0.6864097093111344
cz	-0.5	adj	0.5	38	pomodoro	rancido	767.41939	2.8850327681013113	0	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	adj	0.5	38	principe	azzurro	937.81256	2.9721160448905306	1	0.705777	0.3843027651309967	0.2562989518509684
cz	-0.5	adj	0.5	38	quercia	stretta	589.01648	2.7701274460144973	1	0.967057	0.2183153536170721	0.14881720362234174
cedx	0.5	adj	0.5	38	romanzo	giallo	412.95535	2.615903096942358	1	0.601623	0.393206350505352	0.23470357910746908
cedx	0.5	adj	0.5	38	sale	grosso	703.82744	2.847466194593911	1	0.83607	0.2734149321913719	0.11970501605777528
cedx	0.5	adj	0.5	38	sale	sottile	1057.29485	3.02419611679778	0	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	adj	0.5	38	scatola	fatata	885.65907	2.9472665745819624	1	0.801715	0.28965921327471733	0.14014818359736503
cedx	0.5	adj	0.5	38	scatola	magica	749.68418	2.8748783463653935	1	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	adj	0.5	38	scuola	materna	515.78448	2.7124682700396745	1	0.340997	0.4596046954393387	0.49612169432626696
cedx	0.5	adj	0.5	38	scuola	paterna	967.49901	2.985650529296368	1	0.718461	0.2697770893573761	0.20595144163406864
cedx	0.5	adj	0.5	38	sedia	analogica	626.26186	2.796755963520066	1	1.00834	0.14173067919909954	0.11793135131114751
cedx	0.5	adj	0.5	38	sedia	elettrica	521.50406	2.7172576938339454	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cz	-0.5	adj	0.5	38	segretaria	privata	1491.71291	3.1736852483377636	1	0.893648	0.28836536034941673	0.29028630729706917
cedx	0.5	adj	0.5	38	soldato	complesso	616.10205	2.789652653854612	1	0.949142	0.1440982837229967	0.12048866132042557
cedx	0.5	adj	0.5	38	soldato	semplice	582.73943	2.7654744048278683	1	0.911369	0.23032625392079353	0.083931854577324
cz	-0.5	adj	0.5	38	sole	caldo	467.29068	2.6695871192119114	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cz	-0.5	adj	0.5	38	sole	freddo	766.33588	2.884419159787689	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	adj	0.5	38	sorriso	depresso	557.29227	2.7460830191559173	1	0.843623	0.21840600669384003	0.3196274973343728
cedx	0.5	adj	0.5	38	sorriso	diabolico	1033.95753	3.014502700396757	1	0.8368990000000001	0.26938479766249657	0.31966077594230313
cedx	0.5	adj	0.5	38	sorriso	divertito	871.45377	2.940244353045053	0	0.61827	0.2512144409120083	0.5034819032916004
cedx	0.5	adj	0.5	38	specchio	muto	378.6579	2.578247022010009	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	adj	0.5	38	stazione	centrale	519.53831	2.715617577317955	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cedx	0.5	adj	0.5	38	stazione	laterale	1287.08013	3.1096055857027833	1	0.80093	0.19759603776037693	0.1786901936369374
cz	-0.5	adj	0.5	38	stella	rossa	764.97816	2.88364903629495	0	0.667088	0.4219701364636421	0.28321203348290314
cedx	0.5	adj	0.5	38	stella	verde	485.98851	2.6866260015615007	1	0.913502	0.21525014378130436	0.15076214055860426
cz	-0.5	adj	0.5	38	torre	medievale	571.20102	2.7567889742932863	1	0.754339	0.30627209693193436	0.690151873167059
cz	-0.5	adj	0.5	38	torre	moderna	1341.87013	3.127710485614165	1	0.892562	0.24112088605761528	0.2632337770453206
cz	-0.5	adj	0.5	38	uniforme	militare	504.99721	2.7032889787425196	1	0.767898	0.33674194663763046	0.1261977831598784
cz	-0.5	adj	0.5	38	uova	fresche	510.91968	2.708352631495717	1	0.677354	0.36153218895196915	0.5662431419974366
cz	-0.5	adj	0.5	38	uova	stantie	952.61074	2.9789154735606673	0	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	adj	0.5	38	uva	bianca	678.0155	2.8312396223147394	1	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	adj	0.5	38	uva	marrone	466.49015	2.6688424779950384	1	0.83509	0.2657885439693928	0.21139487299283877
cz	-0.5	adj	0.5	38	vedova	bianca	703.45686	2.847237469164623	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cz	-0.5	adj	0.5	38	vedova	nera	504.01692	2.702445116086975	1	0.780218	0.343965508043766	0.2302927933954254
cedx	0.5	adj	0.5	38	zucchero	amaro	438.8981	2.6423637007782115	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cz	-0.5	adj	0.5	38	zucchero	dolce	471.00937	2.673029546829148	1	0.654304	0.3296000249683857	0.5192597140243527
cz	-0.5	adj	0.5	39	albicocca	secca	599.29293	2.7776391542523027	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cz	-0.5	adj	0.5	39	albicocca	viola	493.705	2.693467525561467	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	adj	0.5	39	alghe	fossili	505.80437	2.703982577200334	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	adj	0.5	39	alghe	marine	381.53103	2.581529864990111	1	0.608399	0.43535394966602325	0.3707736081900823
cz	-0.5	adj	0.5	39	animale	adolescente	609.0853	2.7846781181257483	1	0.864467	0.2568953037261963	0.21905588976032409
