condition	dummy_condition	subject	session	category	word	rt	log_rt	fasttext_cos_similarity	ppmi_cos_similarity
aIFG	0.5	103	2	Doktor	Aerztin	1489.60606678426	7.306938072467662	0.3831489123404026	0.37228967880624353
aIFG	0.5	001	3	Donner	Blitz	1872.16450523441	7.535384528397426	0.47283343225717545	0.44041310171039927
sham	1.0	002	2	Donner	Blitz	1121.21645938782	7.023060990280974	0.47283343225717545	0.44041310171039927
pIFG	1.5	003	1	Donner	Blitz	1215.67533307922	7.1038772809618695	0.47283343225717545	0.44041310171039927
pIFG	1.5	004	2	Donner	Blitz	1069.26407885755	6.97566069967579	0.47283343225717545	0.44041310171039927
aIFG	0.5	005	1	Donner	Blitz	979.528148850732	6.888091353894108	0.47283343225717545	0.44041310171039927
aIFG	0.5	006	3	Donner	Blitz	1943.00866050296	7.572507440001695	0.47283343225717545	0.44041310171039927
pIFG	1.5	007	1	Donner	Blitz	1281.79654466319	7.1567977742257165	0.47283343225717545	0.44041310171039927
sham	1.0	008	2	Donner	Blitz	937.021655689604	6.8437730358288515	0.47283343225717545	0.44041310171039927
sham	1.0	009	3	Donner	Blitz	1045.6493604347	6.953349255480962	0.47283343225717545	0.44041310171039927
aIFG	0.5	010	1	Donner	Blitz	1480.16017941512	7.300580964675322	0.47283343225717545	0.44041310171039927
pIFG	1.5	011	2	Donner	Blitz	1314.85715045518	7.1822435577071335	0.47283343225717545	0.44041310171039927
sham	1.0	012	3	Donner	Blitz	974.805205166163	6.8832629816226465	0.47283343225717545	0.44041310171039927
pIFG	1.5	013	1	Donner	Blitz	1399.87013677744	7.244848848805491	0.47283343225717545	0.44041310171039927
sham	1.0	014	2	Donner	Blitz	1192.06061465637	7.084277229404328	0.47283343225717545	0.44041310171039927
sham	1.0	015	3	Donner	Blitz	2320.84415526854	7.7501170434113344	0.47283343225717545	0.44041310171039927
aIFG	0.5	016	3	Donner	Blitz	1244.01299518664	7.126901246745249	0.47283343225717545	0.44041310171039927
pIFG	1.5	017	2	Donner	Blitz	2084.69697104005	7.642858357050516	0.47283343225717545	0.44041310171039927
aIFG	0.5	018	1	Donner	Gewitter	1258.18182624034	7.138217444776536	0.42267122864723206	0.46419458051874973
pIFG	1.5	019	1	Donner	Blitz	1451.8225173077	7.281263506975058	0.47283343225717545	0.44041310171039927
sham	1.0	020	2	Donner	Blitz	1598.23377152937	7.3772799007279515	0.47283343225717545	0.44041310171039927
aIFG	0.5	021	3	Donner	Blitz	1669.07792679791	7.420625567075367	0.47283343225717545	0.44041310171039927
sham	1.0	022	3	Donner	Blitz	1159.00000886438	7.056175291742117	0.47283343225717545	0.44041310171039927
aIFG	0.5	023	1	Donner	Blitz	1206.22944571008	7.096083298897451	0.47283343225717545	0.44041310171039927
pIFG	1.5	024	2	Donner	Blitz	1456.54546099227	7.28450910881353	0.47283343225717545	0.44041310171039927
pIFG	1.5	103	1	Donner	Blitz	1560.45022205281	7.353370297926704	0.47283343225717545	0.44041310171039927
sham	1.0	001	1	Dorf	Stadt	1985.51515366409	7.594137203548785	0.412039577960968	0.5034432262559019
pIFG	1.5	002	3	Dorf	Stadt	1319.58009413975	7.185826384301229	0.412039577960968	0.5034432262559019
aIFG	0.5	003	2	Dorf	Land	1248.7359388712	7.130687559077114	0.38989046961069107	0.28794796604064177
aIFG	0.5	004	3	Dorf	Stadt	1650.18615205963	7.409249188660282	0.412039577960968	0.5034432262559019
sham	1.0	005	2	Dorf	Stadt	1541.55844731453	7.341197646351494	0.412039577960968	0.5034432262559019
sham	1.0	006	1	Dorf	Stadt	2306.67532421483	7.743995943648767	0.412039577960968	0.5034432262559019
aIFG	0.5	007	2	Dorf	Stadt	1036.20347306557	6.944283402160224	0.412039577960968	0.5034432262559019
pIFG	1.5	008	3	Dorf	Stadt	1451.8225173077	7.281263506975058	0.412039577960968	0.5034432262559019
pIFG	1.5	009	1	Dorf	Stadt	1532.11255994539	7.3350553007982695	0.412039577960968	0.5034432262559019
sham	1.0	010	2	Dorf	Stadt	1791.87446259673	7.491575455870474	0.412039577960968	0.5034432262559019
aIFG	0.5	011	3	Dorf	Stadt	2755.35497424896	7.921664424365221	0.412039577960968	0.5034432262559019
pIFG	1.5	012	1	Dorf	Stadt	861.454556736488	6.759782459675709	0.412039577960968	0.5034432262559019
aIFG	0.5	013	2	Dorf	Stadt	1305.41126308604	7.175039163087278	0.412039577960968	0.5034432262559019
pIFG	1.5	014	3	Dorf	Land	3019.83982058487	8.01329015799647	0.38989046961069107	0.28794796604064177
pIFG	1.5	015	1	Dorf	Stadt	1919.39394208011	7.5602856221423895	0.412039577960968	0.5034432262559019
sham	1.0	016	1	Dorf	Stadt	1031.480529381	6.9397194669150055	0.412039577960968	0.5034432262559019
aIFG	0.5	017	3	Dorf	Stadt	1905.2251110264	7.5528801837597435	0.412039577960968	0.5034432262559019
sham	1.0	018	2	Dorf	Stadt	1140.1082341261	7.039755204369467	0.412039577960968	0.5034432262559019
aIFG	0.5	019	2	Dorf	Stadt	3161.52813112196	8.059127028212643	0.412039577960968	0.5034432262559019
pIFG	1.5	020	3	Dorf	Stadt	1895.77922365726	7.5479125813262025	0.412039577960968	0.5034432262559019
sham	1.0	021	1	Dorf	Stadt	1872.16450523441	7.535384528397426	0.412039577960968	0.5034432262559019
pIFG	1.5	022	1	Dorf	Stadt	1598.23377152937	7.3772799007279515	0.412039577960968	0.5034432262559019
sham	1.0	023	2	Dorf	Stadt	2042.19047787893	7.622267824871433	0.412039577960968	0.5034432262559019
aIFG	0.5	024	3	Dorf	Ort	1480.16017941512	7.300580964675322	0.3675110787153244	0.2860701298552226
aIFG	0.5	103	2	Dorf	Stadt	1215.67533307922	7.1038772809618695	0.412039577960968	0.5034432262559019
pIFG	1.5	001	2	Dusche	Wanne	2467.2554094902	7.811266868118935	0.5409896299242973	0.6762148973484897
aIFG	0.5	002	1	Dusche	Wanne	1248.7359388712	7.130687559077114	0.5409896299242973	0.6762148973484897
sham	1.0	003	3	Dusche	Wanne	1782.42857522759	7.486292956465533	0.5409896299242973	0.6762148973484897
sham	1.0	004	1	Dusche	Wasser	1283.33333333333	7.157995055958045	0.27295064087957144	0.22950723831509112
pIFG	1.5	005	3	Dusche	Badewanne	1173.16883991809	7.068315805991379	0.640951082110405	0.8584206831024104
pIFG	1.5	006	2	Dusche	Badewanne	1670.0	7.421177528595393	0.640951082110405	0.8584206831024104
sham	1.0	007	3	Dusche	Badewanne	1390.0	7.237778191923443	0.640951082110405	0.8584206831024104
aIFG	0.5	008	1	Dusche	Wanne	2416.66666666666	7.7905581666953	0.5409896299242973	0.6762148973484897
aIFG	0.5	009	2	Dusche	Wanne	1150.0	7.048386408721883	0.5409896299242973	0.6762148973484897
pIFG	1.5	010	3	Dusche	Wanne	1636.01732100593	7.400631158259524	0.5409896299242973	0.6762148973484897
sham	1.0	011	1	Dusche	Badewanne	2349.18181737596	7.762247973241523	0.640951082110405	0.8584206831024104
aIFG	0.5	012	2	Dusche	Badewanne	1283.33333333333	7.157995055958045	0.640951082110405	0.8584206831024104
sham	1.0	013	3	Dusche	Badewanne	2176.66666666666	7.686009246172637	0.640951082110405	0.8584206831024104
aIFG	0.5	014	1	Dusche	Toilette	1796.5974062813	7.494206277991407	0.5758672654628754	0.5629950992579602
aIFG	0.5	015	2	Dusche	Badewanne	2283.33333333333	7.733829502917712	0.640951082110405	0.8584206831024104
pIFG	1.5	016	2	Dusche	Badewanne	1418.76191151572	7.258244468590789	0.640951082110405	0.8584206831024104
sham	1.0	017	1	Dusche	Waschbecken	1496.66666666666	7.3116636204020455	0.5701989233493805	0.7644609754632062
pIFG	1.5	018	3	Dusche	Wanne	1363.33333333333	7.2184211878242905	0.5409896299242973	0.6762148973484897
sham	1.0	019	3	Dusche	Badewanne	1630.0	7.396948602621014	0.640951082110405	0.8584206831024104
aIFG	0.5	020	1	Dusche	Badewanne	1776.66666666666	7.483056921932488	0.640951082110405	0.8584206831024104
pIFG	1.5	021	2	Dusche	Wanne	1532.11255994539	7.3350553007982695	0.5409896299242973	0.6762148973484897
aIFG	0.5	022	2	Dusche	Bad	2386.96536685252	7.778196971414241	0.4221673905849457	0.6581679740901882
pIFG	1.5	023	3	Dusche	Badewanne	1711.58441995904	7.445758865247803	0.640951082110405	0.8584206831024104
sham	1.0	024	1	Dusche	Badewanne	1589.99999999999	7.3721180283377805	0.640951082110405	0.8584206831024104
sham	1.0	103	3	Dusche	Wanne	1371.53247467002	7.224412834065532	0.5409896299242973	0.6762148973484897
sham	1.0	001	1	Eiche	Plantage	2065.80519630177	7.63375931058723	0.19664283655583858	0.25490447575242536
pIFG	1.5	002	3	Eiche	Birke	2188.60173210059	7.691474948784153	0.4830019474029541	0.45262218865748927
aIFG	0.5	003	2	Eiche	Buche	1201.50650202551	7.092163409055119	0.3559221923351288	0.26649558243848703
aIFG	0.5	004	3	Eiche	Kiefer	1900.50216734183	7.550399467174044	0.4304334297776222	0.34426669949929256
sham	1.0	005	2	Eiche	Buche	1173.16883991809	7.068315805991379	0.3559221923351288	0.26649558243848703
sham	1.0	006	1	Eiche	Erle	1869.99999999999	7.534228326274084	0.28722843155264854	0.3590126633756858
aIFG	0.5	007	2	Eiche	Ahorn	2778.96969267181	7.930195304708641	0.4867027699947357	0.5233203883558973
pIFG	1.5	008	3	Eiche	Linde	1636.01732100593	7.400631158259524	0.34816793352365494	0.3069770673615412
pIFG	1.5	009	1	Eiche	Buche	1123.33333333333	7.024945546393537	0.3559221923351288	0.26649558243848703
sham	1.0	010	2	Eiche	Tanne	2254.72294368457	7.721225796425893	0.42839185893535614	0.38921872515192646
aIFG	0.5	011	3	Eiche	Buche	1310.13420677061	7.178647848295904	0.3559221923351288	0.26649558243848703
pIFG	1.5	012	1	Eiche	Ulme	1150.0	7.048386408721883	0.3677837699651718	0.32826529470778576
aIFG	0.5	013	2	Eiche	Buche	2736.46319951068	7.914786930933276	0.3559221923351288	0.26649558243848703
pIFG	1.5	014	3	Eiche	Birke	2042.19047787893	7.622267824871433	0.4830019474029541	0.45262218865748927
pIFG	1.5	015	1	Eiche	Pappel	1650.18615205963	7.409249188660282	0.3528295308351517	0.3537961371846887
sham	1.0	016	1	Eiche	Buche	1390.4242494083	7.23808314140171	0.3559221923351288	0.26649558243848703
aIFG	0.5	017	3	Eiche	Birke	1569.89610942195	7.359401505847375	0.4830019474029541	0.45262218865748927
sham	1.0	018	2	Eiche	Buche	1069.99999999999	6.976348070447739	0.3559221923351288	0.26649558243848703
aIFG	0.5	019	2	Eiche	Buche	2283.33333333333	7.733829502917712	0.3559221923351288	0.26649558243848703
pIFG	1.5	020	3	Eiche	Esche	3016.66666666666	8.012239184807328	0.5195279866456985	0.5261761795682726
sham	1.0	021	1	Eiche	Buche	1848.54978681157	7.522697529975658	0.3559221923351288	0.26649558243848703
pIFG	1.5	022	1	Eiche	Buche	2061.0822526172	7.631471553508392	0.3559221923351288	0.26649558243848703
sham	1.0	023	2	Eiche	Tanne	3331.55410376647	8.111494287109812	0.42839185893535614	0.38921872515192646
aIFG	0.5	024	3	Eiche	Buche	1522.66667257625	7.328874993542162	0.3559221923351288	0.26649558243848703
aIFG	0.5	103	2	Eiche	Buche	1323.33333333333	7.188664467146486	0.3559221923351288	0.26649558243848703
aIFG	0.5	001	3	Eisen	Gold	2538.09956475875	7.839564795098387	0.3723655641078949	0.25931048423815817
sham	1.0	002	2	Eisen	Kupfer	1215.67533307922	7.1038772809618695	0.44594746828079224	0.6503179823793926
pIFG	1.5	003	1	Eisen	Stahl	1272.35065729405	7.1494070180447125	0.43919865041971207	0.4531723674431597
pIFG	1.5	004	2	Eisen	Stahl	1140.1082341261	7.039755204369467	0.43919865041971207	0.4531723674431597
aIFG	0.5	005	1	Eisen	Barren	1630.0	7.396948602621014	0.3262968733906746	0.24575291060220628
aIFG	0.5	006	3	Eisen	Aluminium	1631.29437732136	7.397741897518487	0.4114902466535568	0.4394000107980278
pIFG	1.5	007	1	Eisen	Kupfer	3869.96968380743	8.261260318929164	0.44594746828079224	0.6503179823793926
sham	1.0	008	2	Eisen	Stahl	1073.98702254212	6.980063868435053	0.43919865041971207	0.4531723674431597
sham	1.0	009	3	Eisen	Kupfer	1347.91775624717	7.207057887890493	0.44594746828079224	0.6503179823793926
aIFG	0.5	010	1	Eisen	Stahl	3048.17748269229	8.022627155426052	0.43919865041971207	0.4531723674431597
pIFG	1.5	011	2	Eisen	Zinn	2840.36796057122	7.952040891443953	0.4212258756160736	0.43805087020875844
sham	1.0	012	3	Eisen	Stahl	1919.39394208011	7.5602856221423895	0.43919865041971207	0.4531723674431597
pIFG	1.5	013	1	Eisen	Metall	1883.33333333333	7.54132936800718	0.5115725100040436	0.4119424233455614
sham	1.0	014	2	Eisen	Stahl	1267.62771360948	7.145691054782937	0.43919865041971207	0.4531723674431597
sham	1.0	015	3	Eisen	Karbon	1451.8225173077	7.281263506975058	0.3177080750465393	0.28723219792597166
aIFG	0.5	016	3	Eisen	Stahl	1310.13420677061	7.178647848295904	0.43919865041971207	0.4531723674431597
pIFG	1.5	017	2	Eisen	Kupfer	2481.42424054391	7.816990878049396	0.44594746828079224	0.6503179823793926
aIFG	0.5	018	1	Eisen	Magnesium	2163.33333333333	7.679867663840375	0.451112262904644	0.7479532424258359
pIFG	1.5	019	1	Eisen	Kupfer	1947.73160418753	7.574933980526292	0.44594746828079224	0.6503179823793926
sham	1.0	020	2	Eisen	Kupfer	2283.33333333333	7.733829502917712	0.44594746828079224	0.6503179823793926
aIFG	0.5	021	3	Eisen	Kupfer	1428.20779888486	7.264875582952768	0.44594746828079224	0.6503179823793926
sham	1.0	022	3	Eisen	Magnesium	2467.2554094902	7.811266868118935	0.451112262904644	0.7479532424258359
aIFG	0.5	023	1	Eisen	Nickel	1706.86147627447	7.442997268175699	0.3753107637166977	0.4811350461669166
pIFG	1.5	024	2	Eisen	Kupfer	1319.58009413975	7.185826384301229	0.44594746828079224	0.6503179823793926
pIFG	1.5	103	1	Eisen	Stahl	1140.1082341261	7.039755204369467	0.43919865041971207	0.4531723674431597
aIFG	0.5	001	3	Erbse	Bohne	2089.41991472462	7.645120240914094	0.3716697618365288	0.2986291486819954
sham	1.0	002	2	Erbse	Bohne	1366.80953098545	7.220965856753075	0.3716697618365288	0.2986291486819954
pIFG	1.5	003	1	Erbse	Bohnen	1523.33333333333	7.3293124349899434	0.37662187963724136	0.26212323405171045
pIFG	1.5	004	2	Erbse	Moehre	1483.33333333333	7.3027210166535905	0.2913528997451067	0.2702997651665232
aIFG	0.5	005	1	Erbse	Moehre	1319.58009413975	7.185826384301229	0.2913528997451067	0.2702997651665232
aIFG	0.5	006	3	Erbse	Bohne	1789.99999999999	7.490529402060706	0.3716697618365288	0.2986291486819954
pIFG	1.5	007	1	Erbse	Moehre	1026.75758569643	6.93513460662784	0.2913528997451067	0.2702997651665232
sham	1.0	008	2	Erbse	Bohne	1262.90476992491	7.1419612316193035	0.3716697618365288	0.2986291486819954
sham	1.0	009	3	Erbse	Bohne	1159.00000886438	7.056175291742117	0.3716697618365288	0.2986291486819954
aIFG	0.5	010	1	Erbse	Moehre	1670.0	7.421177528595393	0.2913528997451067	0.2702997651665232
pIFG	1.5	011	2	Erbse	Bohne	1399.87013677744	7.244848848805491	0.3716697618365288	0.2986291486819954
sham	1.0	012	3	Erbse	Moehre	1256.66666666666	7.137013431296195	0.2913528997451067	0.2702997651665232
pIFG	1.5	013	1	Erbse	Bohne	2703.40259371869	7.90263631428968	0.3716697618365288	0.2986291486819954
sham	1.0	014	2	Erbse	Bohne	1626.57143363679	7.394844264755023	0.3716697618365288	0.2986291486819954
sham	1.0	015	3	Erbse	Bohne	2788.41558004095	7.933587383354235	0.3716697618365288	0.2986291486819954
aIFG	0.5	016	3	Erbse	Bohne	1234.5671078175	7.119285340276937	0.3716697618365288	0.2986291486819954
pIFG	1.5	017	2	Erbse	Bohne	1409.31602414658	7.251569088859115	0.3716697618365288	0.2986291486819954
aIFG	0.5	018	1	Erbse	Karotte	1333.74892519346	7.196498482130644	0.4009634703397751	0.2974644091833818
pIFG	1.5	019	1	Erbse	Bohne	3270.0	8.092851027538384	0.3716697618365288	0.2986291486819954
sham	1.0	020	2	Erbse	Moehre	2150.0	7.67368812926773	0.2913528997451067	0.2702997651665232
sham	1.0	022	3	Erbse	Moehre	1678.52381416705	7.426265588271292	0.2913528997451067	0.2702997651665232
aIFG	0.5	023	1	Erbse	Moehre	2722.29436845697	7.909597591295443	0.2913528997451067	0.2702997651665232
pIFG	1.5	024	2	Erbse	Moehre	1324.30303782432	7.1893964200626215	0.2913528997451067	0.2702997651665232
pIFG	1.5	103	1	Erbse	Moehre	1923.33333333333	7.562334866392822	0.2913528997451067	0.2702997651665232
pIFG	1.5	001	2	Esche	Erle	1928.83982944925	7.565192288532408	0.3341958224773407	0.3455195094792711
aIFG	0.5	002	1	Esche	Baum	1243.33333333333	7.126355190246471	0.35371195524930954	0.28240346367758085
sham	1.0	003	3	Esche	Birke	2350.0	7.762596048540069	0.4972066059708595	0.39344521628864304
sham	1.0	004	1	Esche	Tanne	1442.37662993857	7.2747405295264755	0.4280836433172226	0.31821708165960516
pIFG	1.5	005	3	Esche	Birke	2807.30735477923	7.9403372159859495	0.4972066059708595	0.39344521628864304
pIFG	1.5	006	2	Esche	Erle	1603.33333333333	7.380463580634998	0.3341958224773407	0.3455195094792711
sham	1.0	007	3	Esche	Buche	1277.07360097862	7.15310922402929	0.31413684040308	0.23096074256727417
aIFG	0.5	008	1	Esche	Eibe	2563.33333333333	7.849453814790824	0.32832180336117744	0.3130222872887338
aIFG	0.5	009	2	Esche	Eiche	1776.66666666666	7.483056921932488	0.5195279866456985	0.5261761795682726
pIFG	1.5	010	3	Esche	Erle	2270.0	7.7279755421055585	0.3341958224773407	0.3455195094792711
sham	1.0	011	1	Esche	Buche	1867.44156154984	7.5328599728409635	0.31413684040308	0.23096074256727417
aIFG	0.5	012	2	Esche	Erle	1296.66666666666	7.168323058942341	0.3341958224773407	0.3455195094792711
sham	1.0	013	3	Esche	Eiche	1612.40260258308	7.386100645606246	0.5195279866456985	0.5261761795682726
aIFG	0.5	014	1	Esche	Eiche	1834.38095575786	7.5150073442593035	0.5195279866456985	0.5261761795682726
aIFG	0.5	015	2	Esche	Eiche	2920.6580032089	7.979906543437728	0.5195279866456985	0.5261761795682726
pIFG	1.5	016	2	Esche	Eibe	1432.93074256943	7.2681747233192056	0.32832180336117744	0.3130222872887338
sham	1.0	017	1	Esche	Eiche	1295.9653757169	7.167782488290794	0.5195279866456985	0.5261761795682726
pIFG	1.5	018	3	Esche	Weide	1659.63203942877	7.414953555528816	0.3019588254392147	0.21254318184553123
sham	1.0	019	3	Esche	Buche	1443.33333333333	7.275403133071797	0.31413684040308	0.23096074256727417
aIFG	0.5	020	1	Esche	Buche	1867.44156154984	7.5328599728409635	0.31413684040308	0.23096074256727417
pIFG	1.5	021	2	Esche	Ulme	2722.29436845697	7.909597591295443	0.3879105672240257	0.28394329766948156
aIFG	0.5	022	2	Esche	Baum	1283.33333333333	7.157995055958045	0.35371195524930954	0.28240346367758085
pIFG	1.5	023	3	Esche	Birke	2561.7142831816	7.848822242655494	0.4972066059708595	0.39344521628864304
sham	1.0	024	1	Esche	Weide	1309.99999999999	7.178545483763692	0.3019588254392147	0.21254318184553123
sham	1.0	002	2	Faust	Hand	1083.43290991126	6.98881246566203	0.3705913946032524	0.2209522923860756
pIFG	1.5	003	1	Faust	Hand	1371.53247467002	7.224412834065532	0.3705913946032524	0.2209522923860756
pIFG	1.5	004	2	Faust	Arm	1574.61905310652	7.362403523627418	0.25041377171874046	0.22258120608536158
aIFG	0.5	005	1	Faust	Finger	1593.5108278448	7.374322277173245	0.3232726603746414	0.24716574900969246
aIFG	0.5	006	3	Faust	Hand	2089.41991472462	7.645120240914094	0.3705913946032524	0.2209522923860756
pIFG	1.5	007	1	Faust	Goethe	2270.0	7.7279755421055585	0.3192083165049553	0.22067611303405982
sham	1.0	008	2	Faust	Hand	3511.02596378012	8.163948347603569	0.3705913946032524	0.2209522923860756
sham	1.0	009	3	Faust	Daumen	2363.33333333333	7.7682513725339755	0.2263082079589367	0.13797472212009176
pIFG	1.5	011	2	Faust	Hand	4011.65799434452	8.29720914220065	0.3705913946032524	0.2209522923860756
sham	1.0	012	3	Faust	Finger	1022.03464201186	6.9305286285374805	0.3232726603746414	0.24716574900969246
pIFG	1.5	013	1	Faust	Hand	1947.73160418753	7.574933980526292	0.3705913946032524	0.2209522923860756
sham	1.0	014	2	Faust	Hand	2958.44155268546	7.992755864885405	0.3705913946032524	0.2209522923860756
sham	1.0	015	3	Faust	Goethe	2231.10822526172	7.710701810346179	0.3192083165049553	0.22067611303405982
aIFG	0.5	016	3	Faust	Hand	1801.32034996587	7.496830197044082	0.3705913946032524	0.2209522923860756
pIFG	1.5	017	2	Faust	Finger	1990.23809734866	7.59651188372926	0.3232726603746414	0.24716574900969246
aIFG	0.5	018	1	Faust	Hand	998.419923589011	6.907175034261735	0.3705913946032524	0.2209522923860756
pIFG	1.5	019	1	Faust	Fuss	2717.5714247724	7.907861809837446	0.2948176022619009	0.27024441142384603
sham	1.0	020	2	Faust	Finger	4063.61037487479	8.310073168648838	0.3232726603746414	0.24716574900969246
aIFG	0.5	021	3	Faust	Fuss	2372.79653579881	7.772245866272957	0.2948176022619009	0.27024441142384603
sham	1.0	022	3	Faust	Handballen	2382.24242316795	7.7762172021671025	0.25890782848000526	0.1444694044849283
aIFG	0.5	023	1	Faust	Arm	2496.66666666666	7.823112241696198	0.25041377171874046	0.22258120608536158
sham	1.0	001	1	Feile	Schraubenzieher	2599.49783265816	7.863458179780039	0.39126431941986084	0.42661453920264947
pIFG	1.5	002	3	Feile	Reibe	1494.32901046883	7.310101535504273	0.33394062519073486	0.349917152344961
aIFG	0.5	003	2	Feile	Raspel	1574.61905310652	7.362403523627418	0.3558107204735279	0.3318413929238536
aIFG	0.5	004	3	Feile	Eisen	1248.7359388712	7.130687559077114	0.26592859253287315	0.22455083550219235
sham	1.0	005	2	Feile	Nagelschere	2029.99999999999	7.61628356158038	0.33899107202887535	0.42272211071564914
sham	1.0	006	1	Feile	Schere	1584.06494047566	7.368380657380989	0.35532745718955994	0.40593726140694353
aIFG	0.5	007	2	Feile	Hammer	3590.0	8.186185994226083	0.23683367669582367	0.32395628112051855
pIFG	1.5	008	3	Feile	Hammer	2141.37229525489	7.669669043213492	0.23683367669582367	0.32395628112051855
pIFG	1.5	009	1	Feile	Zange	2032.74459050979	7.617633998669742	0.3912838436663151	0.4582097487243848
sham	1.0	010	2	Feile	Schere	2618.38960739644	7.870696595336252	0.35532745718955994	0.40593726140694353
aIFG	0.5	011	3	Feile	Saege	1546.2813909991	7.344254728666438	0.33498099632561207	0.4900845979302957
pIFG	1.5	012	1	Feile	Nagelschere	1203.33333333333	7.093681442479528	0.33899107202887535	0.42272211071564914
aIFG	0.5	013	2	Feile	Schere	1447.09957362313	7.2780073368956835	0.35532745718955994	0.40593726140694353
pIFG	1.5	014	3	Feile	Nagelschere	2376.66666666666	7.773874893609926	0.33899107202887535	0.42272211071564914
pIFG	1.5	015	1	Feile	Nagel	1640.7402646905	7.40351209521674	0.31052403524518013	0.3671223603241369
sham	1.0	016	1	Feile	Schere	1853.27273049613	7.525247839134564	0.35532745718955994	0.40593726140694353
aIFG	0.5	017	3	Feile	Nagel	1943.00866050296	7.572507440001695	0.31052403524518013	0.3671223603241369
sham	1.0	018	2	Feile	Nagel	1549.99999999999	7.346655163176532	0.31052403524518013	0.3671223603241369
aIFG	0.5	019	2	Feile	Hammer	2576.66666666666	7.854639875940923	0.23683367669582367	0.32395628112051855
pIFG	1.5	020	3	Feile	Hammer	1966.62337892581	7.584581686801098	0.23683367669582367	0.32395628112051855
sham	1.0	021	1	Feile	Hammer	2164.98701367774	7.680631432010986	0.23683367669582367	0.32395628112051855
pIFG	1.5	022	1	Feile	Haeute	1787.15151891216	7.488937694263943	0.23083985224366188	0.2142439644888975
sham	1.0	023	2	Feile	Hammer	1140.1082341261	7.039755204369467	0.23683367669582367	0.32395628112051855
aIFG	0.5	024	3	Feile	Schere	1839.10389944243	7.5175773160971024	0.35532745718955994	0.40593726140694353
aIFG	0.5	103	2	Feile	Schere	2608.9437200273	7.867083936876319	0.35532745718955994	0.40593726140694353
pIFG	1.5	001	2	Felsen	Gebirge	1900.50216734183	7.550399467174044	0.44553256034851074	0.6613041866393549
aIFG	0.5	002	1	Felsen	Gebirge	2164.98701367774	7.680631432010986	0.44553256034851074	0.6613041866393549
sham	1.0	004	1	Felsen	Stein	1654.9090957442	7.412105439564206	0.45561573654413223	0.37584811860732825
pIFG	1.5	005	3	Felsen	Stein	3816.66666666666	8.247394694729605	0.45561573654413223	0.37584811860732825
pIFG	1.5	006	2	Felsen	Berg	2670.0	7.89020821310996	0.4366563931107521	0.6909728410252739
sham	1.0	007	3	Felsen	Stein	1310.13420677061	7.178647848295904	0.45561573654413223	0.37584811860732825
aIFG	0.5	008	1	Felsen	Berg	2083.33333333333	7.6422043388991865	0.4366563931107521	0.6909728410252739
aIFG	0.5	009	2	Felsen	Stein	2972.61038373917	7.997532110952722	0.45561573654413223	0.37584811860732825
pIFG	1.5	010	3	Felsen	Huegel	2420.02597264451	7.7919466849451595	0.44504549354314804	0.7588441707131661
sham	1.0	011	1	Felsen	Berg	3816.66666666666	8.247394694729605	0.4366563931107521	0.6909728410252739
aIFG	0.5	012	2	Felsen	Stein	946.467543058744	6.853792681022881	0.45561573654413223	0.37584811860732825
sham	1.0	013	3	Felsen	Gebirge	1555.72727836824	7.350340998090073	0.44553256034851074	0.6613041866393549
aIFG	0.5	014	1	Felsen	Stein	2061.0822526172	7.631471553508392	0.45561573654413223	0.37584811860732825
aIFG	0.5	015	2	Felsen	Brocken	2254.72294368457	7.721225796425893	0.41512057185173035	0.31731535982887304
pIFG	1.5	016	2	Felsen	Gebirge	1938.28571681839	7.5700749970528065	0.44553256034851074	0.6613041866393549
sham	1.0	017	1	Felsen	Berg	2032.74459050979	7.617633998669742	0.4366563931107521	0.6909728410252739
pIFG	1.5	018	3	Felsen	Brocken	3614.93072484066	8.193104563375194	0.41512057185173035	0.31731535982887304
sham	1.0	019	3	Felsen	Stein	2051.63636524807	7.626880277730145	0.45561573654413223	0.37584811860732825
aIFG	0.5	020	1	Felsen	Stein	2183.87878841602	7.689315631581784	0.45561573654413223	0.37584811860732825
aIFG	0.5	022	2	Felsen	Gestein	2278.33766210741	7.731640180669759	0.5241939201951027	0.4905184759314327
pIFG	1.5	023	3	Felsen	Berg	1517.94372889168	7.325770457071992	0.4366563931107521	0.6909728410252739
sham	1.0	024	1	Felsen	Geroell	1706.86147627447	7.442997268175699	0.34633843041956425	0.557990533241176
sham	1.0	103	3	Felsen	Berg	1551.00433468367	7.347302493705546	0.4366563931107521	0.6909728410252739
pIFG	1.5	001	2	Ferkel	Sau	2117.75757683204	7.658585147208284	0.31909239664673805	0.26752666507236944
aIFG	0.5	002	1	Ferkel	Schwein	1971.34632261038	7.586979139728176	0.5775810182094574	0.45659145645019794
sham	1.0	003	3	Ferkel	Schwein	1768.25974417388	7.478316514457404	0.5775810182094574	0.45659145645019794
sham	1.0	004	1	Ferkel	Sau	1947.73160418753	7.574933980526292	0.31909239664673805	0.26752666507236944
pIFG	1.5	005	3	Ferkel	Fohlen	2009.12987208694	7.6059546119443695	0.39336714893579483	0.34287940881539725
pIFG	1.5	006	2	Ferkel	Schwein	1730.47619469732	7.456729615377952	0.5775810182094574	0.45659145645019794
sham	1.0	007	3	Ferkel	Lamm	1333.74892519346	7.196498482130644	0.3939805179834366	0.24542558416569327
